timestamp,speed_xy,speed_up,speed_down,want_takeoff
11465000,5.0,3.0,1.0,0
11492000,5.0,3.0,1.0,0
12461000,5.0,3.0,1.0,0
13441000,5.0,3.0,1.0,0
14464000,5.0,3.0,1.0,0
15464000,5.0,3.0,1.0,0
16446000,5.0,3.0,1.0,0
17444000,5.0,3.0,1.0,0
18445000,5.0,3.0,1.0,0
19364000,5.0,3.0,1.0,0
40481000,5.0,3.0,1.0,0
40504000,5.0,3.0,1.0,0
41467000,5.0,3.0,1.0,0
42468000,5.0,3.0,1.0,0
43461000,5.0,3.0,1.0,0
44487000,5.0,3.0,1.0,0
45486000,5.0,3.0,1.0,0
46485000,5.0,3.0,1.0,0
47467000,5.0,3.0,1.0,0
48464000,5.0,3.0,1.0,0
