timestamp,timestamp_sample,device_id,error_count,pressure,temperature
1001000,1001000,6620428,0,1007.28,24.675455
2003000,2003000,6620428,0,1007.2694,24.675455
3003000,3003000,6620428,0,1007.25854,24.675455
4001000,4001000,6620428,0,1007.26685,24.675455
5001000,5001000,6620428,0,1007.2613,24.675455
6001000,6001000,6620428,0,1007.25726,24.675455
7001000,7001000,6620428,0,1007.2603,24.675455
8001000,8001000,6620428,0,1007.26886,24.675455
9000000,9000000,6620428,0,1007.2763,24.675455
10004000,10004000,6620428,0,1007.2767,24.675455
11003000,11003000,6620428,0,1007.2734,24.675455
12004000,12004000,6620428,0,1007.2662,24.675455
13001000,13001000,6620428,0,1007.2536,24.675455
14004000,14004000,6620428,0,1007.271,24.675455
15000000,15000000,6620428,0,1007.2571,24.675455
16000000,16000000,6620428,0,1007.2667,24.675455
17000000,17000000,6620428,0,1007.26184,24.675455
18000000,18000000,6620428,0,1007.27637,24.675455
19000000,19000000,6620428,0,1007.25214,24.675455
20000000,20000000,6620428,0,1007.2561,24.675455
21000000,21000000,6620428,0,1007.2579,24.675455
22001000,22001000,6620428,0,1007.25446,24.675455
23000000,23000000,6620428,0,1007.2691,24.675446
24001000,24001000,6620428,0,1007.20966,24.673315
25002000,25002000,6620428,0,1007.2171,24.672243
26000000,26000000,6620428,0,1007.1856,24.671383
27001000,27001000,6620428,0,1007.1793,24.671144
28001000,28001000,6620428,0,1007.18915,24.670946
29001000,29001000,6620428,0,1007.17303,24.670786
30000000,30000000,6620428,0,1007.1887,24.670576
31005000,31005000,6620428,0,1007.0756,24.673765
32000000,32000000,6620428,0,1007.2602,24.67494
33002000,33002000,6620428,0,1007.25824,24.675201
34001000,34001000,6620428,0,1007.24695,24.675203
35005000,35005000,6620428,0,1007.2699,24.675394
36001000,36001000,6620428,0,1007.27094,24.67532
37001000,37001000,6620428,0,1007.27515,24.675415
38001000,38001000,6620428,0,1007.2573,24.675426
39001000,39001000,6620428,0,1007.27704,24.675442
40003000,40003000,6620428,0,1007.2552,24.675406
41005000,41005000,6620428,0,1007.26,24.675436
42005000,42005000,6620428,0,1007.2531,24.675438
43001000,43001000,6620428,0,1007.2632,24.675459
44000000,44000000,6620428,0,1007.2635,24.675463
45001000,45001000,6620428,0,1007.2713,24.675453
46000000,46000000,6620428,0,1007.26434,24.675457
47001000,47001000,6620428,0,1007.27466,24.675457
48005000,48005000,6620428,0,1007.27563,24.675453
