timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
28048169,1,0,1,0,0,0,0,0
28553743,1,0,1,0,0,0,0,0
29059719,1,0,1,0,0,0,0,0
29565884,1,0,1,0,0,0,0,0
30071711,1,0,1,0,0,0,0,0
30577689,1,0,1,0,0,0,0,0
31061728,1,0,1,0,0,0,0,0
31567714,1,0,1,0,0,0,0,0
32063186,1,0,1,0,0,0,0,0
32073637,1,0,1,0,0,0,0,0
32580327,1,0,1,0,0,0,0,0
33085649,1,0,1,0,0,0,0,0
33591652,1,0,1,0,0,0,0,0
34097651,1,0,1,0,0,0,0,0
34603648,1,0,1,0,0,0,0,0
35109635,1,0,1,0,0,0,0,0
35615635,1,0,1,0,0,0,0,0
36121675,1,0,1,0,0,0,0,0
36627634,1,0,1,0,0,0,0,0
37089699,1,0,1,0,0,0,0,0
37595783,1,0,1,0,0,0,0,0
38101662,1,0,1,0,0,0,0,0
38607637,1,0,1,0,0,0,0,0
39113635,1,0,1,0,0,0,0,0
39619636,1,0,1,0,0,0,0,0
40092694,1,0,1,0,0,0,0,0
40103636,1,0,1,0,0,0,0,0
40115023,1,0,1,0,0,0,0,0
40620817,1,0,1,0,0,0,0,0
41126636,1,0,1,0,0,0,0,0
41633305,1,0,1,0,0,0,0,0
42138794,1,0,1,0,0,0,0,0
42644762,1,0,1,0,0,0,0,0
43151130,1,0,1,0,0,0,0,0
43657184,1,0,1,0,0,0,0,0
44162685,1,0,1,0,0,0,0,0
44669092,1,0,1,0,0,0,0,0
45174758,1,0,1,0,0,0,0,0
45680994,1,0,1,0,0,0,0,0
46186677,1,0,1,0,0,0,0,0
46692642,1,0,1,0,0,0,0,0
47198747,1,0,1,0,0,0,0,0
47704635,1,0,1,0,0,0,0,0
48210647,1,0,1,0,0,0,0,0
48716670,1,0,1,0,0,0,0,0
49222660,1,0,1,0,0,0,0,0
49728695,1,0,1,0,0,0,0,0
50113658,1,0,1,0,0,0,0,0
50124833,1,0,1,0,0,0,0,0
50630667,1,0,1,0,0,0,0,0
51136699,1,0,1,0,0,0,0,0
51642638,1,0,1,0,0,0,0,0
52148662,1,0,1,0,0,0,0,0
52654647,1,0,1,0,0,0,0,0
53160679,1,0,1,0,0,0,0,0
53666730,1,0,1,0,0,0,0,0
54172712,1,0,1,0,0,0,0,0
54678638,1,0,1,0,0,0,0,0
54821796,0,0,1,0,0,0,0,0
55130722,0,0,1,0,0,0,0,0
55626839,0,0,1,0,0,0,0,0
