timestamp,speed_xy,speed_up,speed_down,want_takeoff
11641000,5.0,3.0,1.0,0
11660000,5.0,3.0,1.0,0
12636000,5.0,3.0,1.0,0
13648000,5.0,3.0,1.0,0
14653000,5.0,3.0,1.0,0
15653000,5.0,3.0,1.0,0
16652000,5.0,3.0,1.0,0
17652000,5.0,3.0,1.0,0
18648000,5.0,3.0,1.0,0
19648000,5.0,3.0,1.0,0
20644000,5.0,3.0,1.0,0
21641000,5.0,3.0,1.0,0
22644000,5.0,3.0,1.0,0
22904000,5.0,3.0,1.0,0
49624000,5.0,3.0,1.0,0
49644000,5.0,3.0,1.0,0
50612000,5.0,3.0,1.0,0
51616000,5.0,3.0,1.0,0
52624000,5.0,3.0,1.0,0
53613000,5.0,3.0,1.0,0
54612000,5.0,3.0,1.0,0
