timestamp,saturation_status
993000,1533
2001000,1533
3000000,1533
4000000,1533
5000000,1533
6001000,1533
6996000,1533
8000000,1533
9000000,1533
10004000,1533
10993000,1533
12000000,1533
13001000,1533
14000000,1533
15000000,1533
16000000,1533
17000000,1533
18000000,1533
19001000,1533
20000000,1533
20996000,1529
22004000,1533
23000000,1533
23996000,1533
25000000,1533
26000000,1
27004000,1
28000000,1
29004000,1
30000000,1
30996000,1
32000000,1
33004000,1
34001000,1
34996000,1
35996000,1
37004000,1
38004000,1
39001000,1
40000000,1
41000000,1
41996000,1
43001000,1
44000000,1
45000000,1
46000000,1
47001000,1
47996000,1
49000000,1
50000000,1
51004000,1
52000000,1
53000000,1
54000000,1
