timestamp,rtl_time_s,rtl_limit_fraction
11068000,0.0,0.0
12068000,0.05666593,6.296215e-05
13101000,0.08152673,9.058525e-05
14105000,0.10233309,0.00011370344
15125000,0.12249669,0.00013610744
16136000,0.09764897,0.00010849886
17140000,0.11612777,0.00012903086
18148000,0.10969687,0.00012188542
19152000,0.10961421,0.00012179357
20161000,0.1216771,0.0001351968
21168000,0.08087934,8.986594e-05
22212000,0.076632194,8.514689e-05
23224000,0.0017945763,1.9939737e-06
24232000,0.021760385,2.4178207e-05
25240000,0.044477865,4.9419854e-05
26240000,0.0021784643,2.420516e-06
27240000,0.005778327,6.4203637e-06
28248000,0.01600726,1.7785846e-05
29272000,0.006268251,6.964724e-06
30288000,0.0069477255,7.7196955e-06
31316000,0.17156997,0.00019063332
32348000,0.42276555,0.00046973952
33368000,0.6213126,0.0006903474
34388000,0.75321925,0.00083691033
35393000,0.6611159,0.00073457323
36408000,0.7186657,0.00079851755
37416000,0.7177682,0.0007975203
38428000,0.7322478,0.00081360876
39449000,0.7317483,0.0008130537
40461000,0.78120923,0.0008680103
41488000,0.79964745,0.0008884972
42488000,0.80786234,0.0008976248
43500000,0.8261526,0.00091794744
44517000,0.8247638,0.00091640424
45536000,0.7358224,0.00081758044
46560000,0.6869745,0.0007633051
47601000,0.7153159,0.00079479546
48612000,0.60075045,0.00066750054
49612000,0.592363,0.00065818115
50612000,0.08360642,9.289603e-05
51636000,0.049702115,5.5224576e-05
52640000,0.043970034,4.8855596e-05
53653000,0.045941614,5.104624e-05
