timestamp,accel_device_id,gyro_device_id
48000,1310988,1310988
580000,1310988,1310988
6253000,1310996,1310996
8660000,1310988,1310988
8756000,1311004,1311004
9264000,1310988,1310988
9353000,1310996,1310996
9360000,1310988,1310988
9365000,1310996,1310996
9372000,1310988,1310988
9376000,1310996,1310996
9380000,1310996,1310996
11596000,1311004,1311004
17512000,1310988,1310988
19232000,1310996,1310996
19252000,1310988,1310988
20560000,1311004,1311004
20956000,1310996,1310996
25076000,1310988,1310988
27380000,1310996,1310996
28004000,1311004,1311004
29592000,1310988,1310988
30216000,1310988,1310988
30689000,1311004,1311004
34492000,1310996,1310996
35809000,1311004,1311004
37816000,1310988,1310988
38332000,1311004,1311004
41648000,1310996,1310996
42441000,1310988,1310988
44740000,1310996,1310996
46256000,1311004,1311004
46548000,1310996,1310996
46736000,1310988,1310988
48040000,1311004,1311004
48256000,1310996,1310996
49844000,1310996,1310996
50156000,1310988,1310988
51056000,1311004,1311004
51556000,1310988,1310988
52533000,1311004,1311004
52952000,1310996,1310996
53145000,1311004,1311004
