timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,calibration_count
500000,500000,1310988,1310988,6.3915877e-06,1.0652645e-06,1.1717911e-05,0.0002442086,-0.00010534419,-0.039695863,4000,4000,0,0
1000000,1000000,1310988,1310988,-3.7284062e-06,2.9827374e-05,-4.846955e-05,-8.379705e-05,0.00036032853,-0.06886442,7000,7000,0,0
1500000,1500000,1310988,1310988,2.2370557e-05,-3.1957784e-06,-8.5221245e-06,0.000114921684,1.4365887e-05,-0.03888663,4000,4000,0,0
2001000,2001000,1310988,1310988,7.989448e-06,1.3315752e-06,1.997372e-05,2.9927522e-05,0.00016759498,-0.048991345,5000,5000,0,0
2501000,2501000,1310988,1310988,-1.5978976e-05,1.331549e-06,-1.0652634e-05,-1.19710085e-05,1.7957365e-05,-0.048745945,5000,5000,0,0
3000000,3000000,1310988,1310988,2.050634e-05,-2.423472e-05,-9.321183e-06,-0.0002597709,0.00028491116,-0.069199614,7000,7000,0,0
3500000,3500000,1310988,1310988,-7.4567556e-06,3.5420067e-05,-3.355582e-05,-0.00016759412,7.541853e-05,-0.067590706,7000,7000,0,0
4000000,4000000,1310988,1310988,-2.1305298e-06,3.1957936e-06,-1.0652644e-06,-0.00012928693,-0.00018674707,-0.03909732,4000,4000,0,0
4500000,4500000,1310988,1310988,-1.0652601e-06,7.456854e-06,-6.391586e-06,0.0001436521,-0.00020590071,-0.038747758,4000,4000,0,0
5000000,5000000,1310988,1310988,3.1958216e-06,8.52213e-06,-1.7044222e-05,0.00014365211,-6.703698e-05,-0.039025493,4000,4000,0,0
5500000,5500000,1310988,1310988,5.326328e-06,2.1305325e-06,8.522113e-06,-0.00014844054,6.782818e-10,-0.038862683,4000,4000,0,0
6001000,6001000,1310988,1310988,-3.0626354e-05,2.6631562e-06,-1.19842125e-05,0.00025139117,-0.00014963676,-0.048183307,5000,5000,0,0
6500000,6488000,1310988,1310988,-2.0240033e-05,-1.0652461e-06,6.3915627e-06,0.00016759415,-0.00010534421,-0.03856581,4000,4000,0,0
7000000,6989000,1310988,1310988,-1.0652578e-05,-3.4088436e-05,-2.982747e-05,-0.0002777274,-0.00014365074,-0.07809886,8000,8000,0,0
7501000,7492000,1310988,1310988,-1.8642195e-05,5.21979e-05,2.9827466e-05,-0.00018435353,0.00012569675,-0.06764098,7000,7000,0,0
8000000,7992000,1310988,1310988,2.6631615e-05,-5.960849e-12,-1.0652643e-05,-8.619127e-05,-0.00020590068,-0.038857896,4000,4000,0,0
8505000,8489000,1310988,1310988,-7.989459e-06,1.9973708e-05,1.0652663e-05,0.00026934769,-2.9926665e-05,-0.048985366,5000,5000,0,0
9000000,9000000,1310988,1310988,1.1717904e-05,1.0652816e-06,6.391597e-06,1.9153616e-05,-0.00021068908,-0.03905422,4000,4000,0,0
9501000,9465000,1310988,1310988,3.9947263e-06,6.6578964e-06,-1.3315814e-05,-0.00022744916,-0.00017956427,-0.048560396,5000,5000,0,0
10004000,10004000,1310988,1310988,-2.6099011e-05,-1.11852e-05,-2.4234765e-05,0.00012569557,-0.00030166822,-0.06790914,7000,7000,0,0
10501000,10501000,1310988,1310988,1.2783132e-05,-1.2783221e-05,4.261049e-06,3.8307237e-05,6.224992e-05,-0.038910575,4000,4000,0,0
11000000,11000000,1310988,1310988,9.32105e-06,-3.728439e-06,-9.321072e-06,-0.0004441244,0.00020949384,-0.06889794,7000,7000,0,0
11500000,11500000,1310988,1310988,5.3263234e-06,-2.130523e-06,-2.1305325e-06,0.00022026658,-0.00012928623,-0.038843535,4000,4000,0,0
