timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
1512000,inf,0,1,1,1,0,0,1,0,0,1
2513000,inf,0,1,1,1,0,0,1,0,0,1
3517000,inf,0,1,1,1,0,0,1,0,0,1
4520000,inf,0,1,1,1,0,0,1,0,0,1
5524000,inf,0,1,1,1,0,0,1,0,0,1
6528000,inf,0,1,1,1,0,0,1,0,0,1
7533000,inf,0,1,1,1,0,0,1,0,0,1
8537000,inf,0,1,1,1,0,0,1,0,0,1
9544000,inf,0,1,1,1,0,0,1,0,0,1
10548000,inf,0,1,1,1,0,0,1,0,0,1
11100000,inf,0,1,1,1,1,1,1,0,0,1
11600000,inf,0,1,1,1,1,1,1,0,0,1
12604000,inf,0,1,1,1,1,1,1,0,0,1
13605000,inf,0,1,1,1,1,1,1,0,0,1
14612000,inf,0,1,1,1,1,1,1,0,0,1
15612000,inf,0,1,1,1,1,1,1,0,0,1
16612000,inf,0,1,1,1,1,1,1,0,0,1
17532000,inf,0,1,1,1,1,1,1,0,0,1
18540000,inf,0,1,1,1,1,1,1,0,0,1
19252000,inf,0,1,1,1,0,0,1,0,0,1
19280000,inf,0,1,1,1,1,1,1,0,0,1
20281000,inf,0,1,1,1,1,1,1,0,0,1
20560000,inf,0,1,1,1,0,0,1,0,0,1
20584000,inf,0,1,1,1,1,1,1,0,0,1
20956000,inf,0,1,1,1,0,0,1,0,0,1
20968000,inf,0,1,1,1,1,1,1,0,0,1
21972000,inf,0,1,1,1,1,1,1,0,0,1
22924000,inf,0,1,1,1,0,0,1,0,0,1
23924000,inf,0,1,1,1,0,0,1,0,0,1
24924000,inf,0,1,1,1,0,0,1,0,0,1
25085000,inf,0,1,1,1,1,0,1,0,0,1
25860000,inf,0,1,0,0,1,0,1,0,0,1
25868000,inf,0,0,0,0,1,0,1,0,0,1
26868000,inf,0,0,0,0,1,0,0,0,0,1
27908000,inf,0,0,0,0,1,0,0,0,0,1
28910000,inf,0,0,0,0,1,0,0,0,0,1
29913000,inf,0,0,0,0,1,0,0,0,0,1
30869000,inf,0,0,0,0,0,0,0,0,0,1
31872000,inf,0,0,0,0,0,0,0,0,0,1
32876000,inf,0,0,0,0,0,0,0,0,0,1
33880000,inf,0,0,0,0,0,0,0,0,0,1
34884000,inf,0,0,0,0,0,0,0,0,0,1
35884000,inf,0,0,0,0,0,0,0,0,0,1
36888000,inf,0,0,0,0,0,0,0,0,0,1
37888000,inf,0,0,0,0,0,0,0,0,0,1
38892000,inf,0,0,0,0,0,0,0,0,0,1
39892000,inf,0,0,0,0,0,0,0,0,0,1
40896000,inf,0,0,0,0,0,0,0,0,0,1
41901000,inf,0,0,0,0,0,0,0,0,0,1
42908000,inf,0,0,0,0,0,0,0,0,0,1
43908000,inf,0,0,0,0,0,0,0,0,0,1
44913000,inf,0,0,0,0,0,0,0,0,0,1
45920000,inf,0,0,0,0,0,0,0,0,0,1
46921000,inf,0,0,0,0,0,0,0,0,0,1
47932000,inf,0,0,0,0,0,0,0,0,0,1
48932000,inf,0,0,0,0,0,0,0,0,0,1
49932000,inf,0,0,0,0,0,0,0,0,0,1
50156000,inf,0,0,0,0,1,1,0,1,0,1
51056000,inf,0,0,0,0,0,0,0,0,0,1
52024000,inf,0,0,0,0,1,1,0,0,0,1
52561000,inf,0,0,0,0,0,0,0,0,0,1
53572000,inf,0,0,0,0,0,0,0,0,0,1
53593000,inf,0,0,0,0,1,1,0,0,0,1
54312000,inf,0,1,0,0,1,1,1,0,0,1
