timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
1000000,108.98926,135.05484,0,5,7285,1024000,0,3,253
2001000,162.96484,90.13542,0,89,8801,1024000,0,3,253
3005000,226.8789,80.6824,0,162,125,1024000,0,3,253
4008000,282.0996,73.944855,0,252,246,1024000,0,3,253
5008000,325.75293,67.65378,0,330,14022,1024000,0,3,253
6044000,396.90527,67.83546,0,405,1037,1024000,0,3,253
7045000,455.70996,66.50758,0,486,2119,1024000,0,3,253
8045000,515.31445,65.62843,0,560,2238,1024000,0,3,253
9045000,565.5596,63.890594,0,632,11442,1024000,0,3,253
10045000,636.83496,64.64017,0,698,3187,1024000,0,3,253
11045000,700.25586,64.52782,0,767,2599,1024000,0,3,253
12048000,765.1582,64.54308,0,836,2771,1024000,0,3,253
13048000,823.93164,64.09425,0,895,10752,1024000,0,3,253
14048000,895.59766,64.640755,0,955,2830,1024000,0,3,253
15049000,959.9346,64.61595,0,1029,2543,1024000,0,3,253
16052000,1027.1973,64.77062,0,1118,2887,1024000,0,3,253
17052000,1093.8604,64.88287,0,1219,2679,1024000,0,3,253
18056000,1162.8574,65.09866,0,1306,509,1024000,0,3,253
19056000,1224.7207,64.92714,0,1393,3006,1024000,0,3,253
20060000,1288.4902,64.855804,0,1457,3230,1024000,0,3,253
21065000,1351.8574,64.76894,0,1545,3441,1024000,0,3,253
22068000,1414.3184,64.65456,0,1646,2338,1024000,0,3,253
23069000,1480.0889,64.70051,0,1755,4111,1024000,0,3,253
24072000,1548.9775,64.867775,0,1855,289,1024000,0,3,253
25076000,1614.6406,64.889305,0,1943,655,1024000,0,3,253
26077000,1678.1934,64.83517,0,2001,4792,1024000,0,3,253
27077000,1749.3613,65.070724,0,2087,4722,1024000,0,3,253
28080000,1813.958,65.04672,0,2183,4286,1024000,0,3,253
29081000,1884.8477,65.246735,0,2279,521,1024000,0,3,253
30084000,1951.4736,65.28633,0,2365,374,1024000,0,3,253
31084000,2012.0791,65.134796,0,2444,3921,1024000,0,3,253
32084000,2078.8994,65.18765,0,2520,1547,1024000,0,3,253
33088000,2145.1816,65.213005,0,2613,4673,1024000,0,3,253
34088000,2213.0635,65.29174,0,2726,4458,1024000,0,3,253
35088000,2282.4092,65.40791,0,2826,224,1024000,0,3,253
36088000,2346.83,65.38042,0,2918,742,1024000,0,3,253
37088000,2412.6963,65.393585,0,3019,25,1024000,0,3,253
38088000,2476.8115,65.35985,0,3123,636,1024000,0,3,253
39088000,2536.9434,65.22543,0,3214,4318,1024000,0,3,253
40093000,2606.4355,65.3242,0,3314,643,1024000,0,3,253
41096000,2668.5654,65.24132,0,3423,860,1024000,0,3,253
42096000,2729.8418,65.14669,0,3516,2303,1024000,0,3,253
43096000,2795.3818,65.15586,0,3587,721,1024000,0,3,253
44097000,2858.9346,65.11786,0,3668,679,1024000,0,3,253
45101000,2923.2783,65.094826,0,3737,1124,1024000,0,3,253
46104000,2981.4941,64.940735,0,3815,6229,1024000,0,3,253
47104000,3049.9053,65.01471,0,3895,1450,1024000,0,3,253
48104000,3117.204,65.06239,0,3964,1627,1024000,0,3,253
49104000,3179.7148,65.010216,0,4059,1759,1024000,0,3,253
50105000,3247.3457,65.061424,0,4163,2744,1024000,0,3,253
51108000,3311.379,65.03739,0,4242,1377,1024000,0,3,253
52108000,3372.1006,64.95426,0,4333,3868,1024000,0,3,253
53112000,3432.6104,64.865364,0,4416,6586,1024000,0,3,253
54112000,3500.12,64.91441,0,4516,2116,1024000,0,3,253
