timestamp,timestamp_sample,device_id,sensor_sample_rate_hz,resolution_hz,peak_frequencies_x[0],peak_frequencies_x[1],peak_frequencies_x[2],peak_frequencies_x[3],peak_frequencies_y[0],peak_frequencies_y[1],peak_frequencies_y[2],peak_frequencies_y[3],peak_frequencies_z[0],peak_frequencies_z[1],peak_frequencies_z[2],peak_frequencies_z[3],peak_magnitude_x[0],peak_magnitude_x[1],peak_magnitude_x[2],peak_magnitude_x[3],peak_magnitude_y[0],peak_magnitude_y[1],peak_magnitude_y[2],peak_magnitude_y[3],peak_magnitude_z[0],peak_magnitude_z[1],peak_magnitude_z[2],peak_magnitude_z[3],total_energy[0],total_energy[1],total_energy[2]
422165001,422162888,6684682,2000.0,1.953125,nan,nan,nan,nan,35.15625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,nan,nan,nan,nan,442.0,505.0,563.0
423165248,423163091,6684682,2000.0,1.953125,nan,nan,nan,nan,nan,nan,nan,nan,54.6875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,491.0,491.0,512.0
423291416,423290599,6684682,2000.0,1.953125,80.07423,45.101673,nan,nan,nan,nan,nan,nan,38.99137,44.812225,nan,nan,17.0,10.0,nan,nan,nan,nan,nan,nan,17.0,17.0,nan,nan,454.0,476.0,548.0
423421990,423419528,6684682,2000.0,1.953125,nan,nan,nan,nan,nan,nan,nan,nan,40.797695,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,481.0,471.0,483.0
423547377,423543999,6684682,2000.0,1.953125,54.60788,nan,nan,nan,nan,nan,nan,nan,40.797695,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,484.0,471.0,483.0
423547875,423547000,6684682,2000.0,1.953125,54.60788,nan,nan,nan,54.67378,nan,nan,nan,60.546875,nan,nan,nan,10.0,nan,nan,nan,10.0,nan,nan,nan,16.0,nan,nan,nan,484.0,458.0,524.0
423804436,423803430,6684682,2000.0,1.953125,nan,nan,nan,nan,nan,nan,nan,nan,87.899506,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,509.0,501.0,536.0
424186296,424184337,6684682,2000.0,1.953125,32.985195,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,505.0,466.0,548.0
424699639,424697253,6684682,2000.0,1.953125,nan,nan,nan,nan,47.09293,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,nan,nan,nan,nan,464.0,474.0,512.0
424825570,424823174,6684682,2000.0,1.953125,85.94325,nan,nan,nan,47.09293,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,16.0,nan,nan,nan,nan,nan,nan,nan,468.0,474.0,521.0
424955822,424952229,6684682,2000.0,1.953125,85.956924,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,504.0,489.0,542.0
425081464,425079657,6684682,2000.0,1.953125,86.01016,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,516.0,513.0,489.0
425211905,425208578,6684682,2000.0,1.953125,nan,nan,nan,nan,44.835415,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,504.0,498.0,575.0
425342508,425339045,6684682,2000.0,1.953125,nan,nan,nan,nan,nan,nan,nan,nan,44.812225,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,520.0,494.0,506.0
425594476,425590980,6684682,2000.0,1.953125,84.119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,471.0,475.0,543.0
425851163,425848915,6684682,2000.0,1.953125,56.8067,nan,nan,nan,39.0625,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,438.0,463.0,540.0
425976959,425976383,6684682,2000.0,1.953125,nan,nan,nan,nan,33.189404,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,476.0,488.0,542.0
426107420,426105351,6684682,2000.0,1.953125,nan,nan,nan,nan,84.01949,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.0,nan,nan,nan,nan,nan,nan,nan,452.0,461.0,531.0
426489734,426487754,6684682,2000.0,1.953125,85.82173,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,476.0,478.0,491.0
426494499,426490754,6684682,2000.0,1.953125,85.82173,nan,nan,nan,nan,nan,nan,nan,44.703945,nan,nan,nan,13.0,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,476.0,502.0,547.0
426746819,426744235,6684682,2000.0,1.953125,nan,nan,nan,nan,85.94126,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.0,nan,nan,nan,nan,nan,nan,nan,473.0,470.0,495.0
426876861,426873155,6684682,2000.0,1.953125,nan,nan,nan,nan,60.656525,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,454.0,473.0,534.0
427389416,427386025,6684682,2000.0,1.953125,nan,nan,nan,nan,nan,nan,nan,nan,99.609375,97.419525,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,13.0,nan,nan,492.0,478.0,564.0
427510996,427510493,6684682,2000.0,1.953125,101.49431,nan,nan,nan,nan,nan,nan,nan,99.609375,97.419525,nan,nan,16.0,nan,nan,nan,nan,nan,nan,nan,17.0,13.0,nan,nan,533.0,478.0,564.0
