timestamp,timestamp_sample,device_id,sensor_sample_rate_hz,resolution_hz,peak_frequencies_x[0],peak_frequencies_x[1],peak_frequencies_x[2],peak_frequencies_x[3],peak_frequencies_y[0],peak_frequencies_y[1],peak_frequencies_y[2],peak_frequencies_y[3],peak_frequencies_z[0],peak_frequencies_z[1],peak_frequencies_z[2],peak_frequencies_z[3],peak_magnitude_x[0],peak_magnitude_x[1],peak_magnitude_x[2],peak_magnitude_x[3],peak_magnitude_y[0],peak_magnitude_y[1],peak_magnitude_y[2],peak_magnitude_y[3],peak_magnitude_z[0],peak_magnitude_z[1],peak_magnitude_z[2],peak_magnitude_z[3],total_energy[0],total_energy[1],total_energy[2]
28044033,28041963,6684682,1998.2238,1.9513904,nan,nan,nan,nan,nan,nan,nan,nan,46.9993,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,459.0,448.0,455.0
29431966,29430948,6684682,1998.2238,1.9513904,nan,nan,nan,nan,nan,nan,nan,nan,40.976357,46.394703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,10.0,nan,nan,494.0,459.0,446.0
29557468,29555582,6684682,1998.2238,1.9513904,50.73615,nan,nan,nan,nan,nan,nan,nan,40.976357,46.394703,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,17.0,10.0,nan,nan,489.0,459.0,446.0
29561912,29558587,6684682,1998.2238,1.9513904,50.73615,nan,nan,nan,nan,nan,nan,nan,40.9792,50.953884,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,20.0,16.0,nan,nan,489.0,470.0,518.0
29688401,29686222,6684682,1998.2238,1.9513904,nan,nan,nan,nan,nan,nan,nan,nan,37.34033,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,467.0,481.0,511.0
29814432,29813860,6684682,1998.2238,1.9513904,nan,nan,nan,nan,60.493103,nan,nan,nan,37.34033,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,17.0,nan,nan,nan,476.0,452.0,511.0
29944903,29941495,6684682,1998.2238,1.9513904,nan,nan,nan,nan,52.687542,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,nan,nan,nan,nan,435.0,452.0,478.0
30201874,30199773,6684682,1998.2238,1.9513904,nan,nan,nan,nan,56.483833,nan,nan,nan,89.69582,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,16.0,nan,nan,nan,468.0,471.0,501.0
30328276,30325953,6684682,1998.2238,1.9513904,87.91137,nan,nan,nan,89.69525,nan,nan,nan,89.69582,nan,nan,nan,17.0,nan,nan,nan,17.0,nan,nan,nan,16.0,nan,nan,nan,482.0,453.0,501.0
30584920,30584186,6684682,1998.2238,1.9513904,nan,nan,nan,nan,87.88844,nan,nan,nan,39.114193,nan,nan,nan,nan,nan,nan,nan,20.0,nan,nan,nan,10.0,nan,nan,nan,444.0,476.0,458.0
30710965,30710321,6684682,1998.2238,1.9513904,nan,nan,nan,nan,89.54392,nan,nan,nan,39.114193,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,10.0,nan,nan,nan,454.0,480.0,458.0
30715416,30711823,6684682,1998.2238,1.9513904,nan,nan,nan,nan,89.54392,nan,nan,nan,89.69525,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,17.0,nan,nan,nan,454.0,480.0,468.0
30841530,30839460,6684682,1998.2238,1.9513904,nan,nan,nan,nan,58.651264,nan,nan,nan,87.87419,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,18.0,nan,nan,nan,445.0,466.0,492.0
30967972,30967097,6684682,1998.2238,1.9513904,nan,nan,nan,nan,87.82071,nan,nan,nan,87.87419,nan,nan,nan,nan,nan,nan,nan,26.0,nan,nan,nan,18.0,nan,nan,nan,475.0,486.0,492.0
31224428,31222373,6684682,1998.2238,1.9513904,nan,nan,nan,nan,89.588066,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,nan,nan,nan,nan,nan,nan,nan,444.0,501.0,495.0
31350766,31350010,6684682,1998.2238,1.9513904,89.69582,nan,nan,nan,89.588066,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,18.0,nan,nan,nan,nan,nan,nan,nan,462.0,501.0,514.0
31355169,31353014,6684682,1998.2238,1.9513904,89.69582,nan,nan,nan,87.89871,nan,nan,nan,87.961914,nan,nan,nan,16.0,nan,nan,nan,26.0,nan,nan,nan,20.0,nan,nan,nan,462.0,465.0,484.0
31481400,31480651,6684682,1998.2238,1.9513904,43.102493,nan,nan,nan,nan,nan,nan,nan,88.04991,89.476654,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,25.0,17.0,nan,nan,462.0,459.0,482.0
31607409,31606789,6684682,1998.2238,1.9513904,nan,nan,nan,nan,39.02781,nan,nan,nan,88.04991,89.476654,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,25.0,17.0,nan,nan,511.0,450.0,482.0
31611720,31608289,6684682,1998.2238,1.9513904,nan,nan,nan,nan,39.02781,nan,nan,nan,89.5187,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,37.0,nan,nan,nan,511.0,450.0,556.0
31738305,31737474,6684682,1998.2238,1.9513904,nan,nan,nan,nan,87.82144,nan,nan,nan,87.89938,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,25.0,nan,nan,nan,506.0,475.0,523.0
31864213,31862062,6684682,1998.2238,1.9513904,89.53894,nan,nan,nan,87.82144,nan,nan,nan,87.89938,nan,nan,nan,17.0,nan,nan,nan,17.0,nan,nan,nan,25.0,nan,nan,nan,505.0,475.0,523.0
31868404,31865111,6684682,1998.2238,1.9513904,89.53894,nan,nan,nan,nan,nan,nan,nan,87.7057,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,20.0,nan,nan,nan,505.0,444.0,499.0
