timestamp,tilt_limit,takeoff_state
29080017,0.09625259,3
29090596,0.09836699,3
29647682,0.20943952,3
33027674,0.20943952,4
36027912,0.21211311,5
36033918,0.21331571,5
37025149,0.41156012,5
38019039,0.6103398,5
38905109,0.7853982,5
60998158,0.7826924,3
61004324,0.7814656,3
61993816,0.58356726,3
62999663,0.38239145,1
