timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode
60968806,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63804192,0,0,0,0,0,0,0,0,1,0,0,0,0,0
63854229,0,0,0,0,0,0,0,0,1,0,0,0,0,0
63909370,0,0,0,0,0,0,0,0,1,0,0,0,0,0
63955790,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64005273,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64015787,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64069866,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64128445,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64177963,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64227741,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64271073,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64320586,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64370301,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64419710,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64469306,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64521950,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64571588,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64620946,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64670456,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64720215,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64769712,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64826750,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64876167,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64921488,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64970879,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65020478,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65027748,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65080332,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65128420,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65182574,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65232206,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65286179,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65334214,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65383523,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65430417,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65482670,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65532211,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65533726,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65592310,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65635834,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65685575,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65734920,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65793553,0,0,0,0,0,0,0,0,1,0,0,0,0,0
