timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
31985805,31985762,6946826,-0.15442601,-0.31603462,-9.829395,48.75,0,0,0,0,2
31987048,31987005,6946826,-0.17058687,-0.40043023,-9.762956,48.75,0,0,0,0,2
32988039,32987999,6946826,-0.1921347,-0.74519527,-9.640852,48.875,0,0,0,0,2
33989097,33989056,6946826,-0.6356605,-2.4851813,-9.74859,49.125,0,0,0,0,2
34986456,34986414,6946826,-0.2801216,0.109534726,-9.93893,49.125,0,0,0,0,2
35987656,35987616,6946826,-0.19393034,-0.31783026,-9.89763,49.125,0,0,0,0,2
36988857,36988817,6946826,1.0576386,1.0773908,-8.574235,49.25,0,0,0,0,2
37986312,37986271,6946826,8.507795,12.670115,-14.077906,49.375,0,0,0,0,2
38987341,38987301,6946826,-2.795829,-11.057621,-13.120824,49.5,0,0,0,0,2
39988273,39988234,6946826,-0.093373865,5.701193,-9.068039,49.5,0,0,0,0,2
40989020,40988981,6946826,2.6360161,0.8798691,-12.662932,48.875,0,0,0,0,2
41987129,41987090,6946826,-2.3020248,-0.7146692,-3.0454245,48.375,0,0,0,0,2
42987644,42987605,6946826,-2.7455509,-5.875371,-11.147403,48.0,0,0,0,0,2
43989308,43989269,6946826,-4.8123455,-1.4221559,-14.334684,47.625,0,0,0,0,2
44985939,44985899,6946826,4.119224,-1.1976994,-5.01705,47.625,0,0,0,0,2
45987479,45987439,6946826,-3.9558198,-3.2519245,-6.7947445,47.375,0,0,0,0,2
46987826,46987781,6946826,-4.0258503,7.9673047,-4.187459,47.125,0,0,0,0,2
47989266,47989227,6946826,0.98222125,5.0439844,-12.438477,47.0,0,0,0,0,2
48986924,48986882,6946826,-5.878962,3.3399115,-10.070012,46.875,0,0,0,0,2
49988286,49988245,6946826,-7.7967176,13.318345,-7.6710224,46.875,0,0,0,0,2
50988334,50988294,6946826,4.295198,-3.4745853,-19.50975,46.5,0,0,0,0,2
51985893,51985853,6946826,-2.9340942,2.8299465,-12.932281,46.375,0,0,0,0,2
52987193,52987151,6946826,6.4427967,3.0615854,-14.370597,46.125,0,0,0,0,2
53988471,53988431,6946826,8.664018,-1.5119383,-12.488754,46.125,0,0,0,0,2
54989775,54989735,6946826,5.155315,-10.032304,-3.5913026,46.0,0,0,0,0,2
55987290,55987251,6946826,2.677316,-2.255338,-10.506355,45.75,0,0,0,0,2
56987310,56987267,6946826,1.9285295,-6.10701,-13.158532,45.625,0,0,0,0,2
57988478,57988435,6946826,-0.7918822,-5.3941364,-12.901754,45.5,0,0,0,0,2
58985955,58985914,6946826,-5.5629277,12.406155,-8.026561,45.5,0,0,0,0,2
59986955,59986913,6946826,-12.427703,-1.3521254,-8.371326,45.375,0,0,0,0,2
60987967,60987927,6946826,8.579621,4.0904937,-14.815919,45.25,0,0,0,0,2
61988970,61988931,6946826,8.962095,2.415151,-16.913239,45.125,0,0,0,0,2
62987412,62987372,6946826,-1.1905168,-4.3382936,-8.1756,45.0,0,0,0,0,2
63988438,63988398,6946826,0.5494693,-0.31423897,-9.644443,45.0,0,0,0,0,2
64989575,64989535,6946826,-1.3054385,-0.6302736,-8.2833395,45.25,0,0,0,0,2
65987067,65987017,6946826,0.09696517,-0.09696517,-9.859921,45.625,0,0,0,0,2
