timestamp,param5,param6,param1,param2,param3,param4,param7,command,target_system,target_component,source_system,source_component,confirmation,from_external
19027873,0.0,0.0,0.0,21196.0,0.0,0.0,0.0,400,8,0,255,0,0,1
27034407,0.0,0.0,33.0,4.0,3.0,0.0,0.0,176,8,0,255,0,0,1
27748557,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,8,0,255,0,0,1
27857261,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,8,0,255,0,0,1
27943083,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,8,0,255,0,0,1
30948409,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,8,0,255,0,0,1
30952134,0.0,0.0,2.0,1.0,0.0,0.0,666.0,183,8,0,255,0,0,1
31956354,-1.0,0.0,2.0,3.0,-0.019474901,0.3862372,666.0,183,8,0,255,0,0,1
36973479,0.0,0.0,2.0,3.0,0.0,0.0,777.0,183,8,0,255,0,0,1
36977206,0.0,0.0,2.0,6.0,0.0,0.0,666.0,183,8,0,255,0,0,1
39983614,0.0,0.0,2.0,6.0,0.0,0.0,777.0,183,8,0,255,0,0,1
39995403,0.0,0.0,2.0,9.0,12.0,3.0,666.0,183,8,0,255,0,0,1
49991874,0.0,0.0,2.0,9.0,0.0,0.0,777.0,183,8,0,255,0,0,1
49995601,-1.2279111842872226e-06,-4.161902324995026e-06,0.0,0.0,0.0,0.0,0.0,21,8,0,255,0,0,1
49999327,0.0,0.0,2.0,7.0,0.0,0.0,666.0,183,8,0,255,0,0,1
55014851,0.0,0.0,2.0,7.0,0.0,0.0,777.0,183,8,0,255,0,0,1
55018568,0.0,0.0,0.0,21196.0,0.0,0.0,0.0,400,8,0,255,0,0,1
55510786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92,8,0,255,0,0,1
