timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
5000000,0.0,0.0,0.0,1
5115000,0.0,0.0,0.0,1
5912000,0.0,0.0,0.0,1
6911000,0.0,0.0,0.0,1
7928000,0.0,0.0,0.0,1
8940000,0.0,0.0,0.0,1
9951000,0.0,0.0,0.0,1
10960000,0.0,0.0,0.0,1
11960000,0.0,0.0,0.0,1
12968000,0.0,0.0,0.0,1
13968000,0.0,0.0,0.0,1
14972000,0.0,0.0,0.0,1
15980000,0.0,0.0,0.0,1
16977000,0.0,0.0,0.0,1
17988000,0.0,0.0,0.0,1
19000000,0.0,0.0,0.0,1
19908000,0.0,0.0,0.0,1
20412000,0.0,0.0,0.0,1
42828000,0.0,0.0,0.0,1
42928000,0.0,0.0,0.0,1
43828000,0.0,0.0,0.0,1
44737000,0.0,0.0,0.0,1
