timestamp,error_count,differential_pressure_raw_pa,differential_pressure_filtered_pa,temperature,device_id
1003000,0,0.56211895,0.56211895,24.675455,0
2000000,0,-0.27037886,-0.27037886,24.675455,0
3003000,0,0.51740736,0.51740736,24.675455,0
4007000,0,-0.52957004,-0.52957004,24.675455,0
5003000,0,0.6325522,0.6325522,24.675455,0
6000000,0,0.18023409,0.18023409,24.675455,0
7004000,0,0.23104607,0.23104607,24.675455,0
8003000,0,-0.22878665,-0.22878665,24.675455,0
9004000,0,-0.5097897,-0.5097897,24.675455,0
10002000,0,0.6496044,0.6496044,24.675455,0
11000000,0,-0.54611707,-0.54611707,24.675455,0
12000000,0,-0.13873585,-0.13873585,24.675455,0
13008000,0,0.5900615,0.5900615,24.675455,0
14000000,0,-0.35675758,-0.35675758,24.675455,0
15003000,0,0.004999309,0.004999309,24.675455,0
16007000,0,-0.31861538,-0.31861538,24.675455,0
17004000,0,0.07662993,0.07662993,24.675455,0
18000000,0,0.04299558,0.04299558,24.675455,0
19007000,0,0.4081179,0.4081179,24.675455,0
20003000,0,-0.36771318,-0.36771318,24.675455,0
21003000,0,0.5887203,0.5887203,24.675455,0
22000000,0,-0.09171837,-0.09171837,24.675457,0
23000000,0,0.5063309,0.5063309,24.675446,0
24007000,0,0.4834496,0.4834496,24.673452,0
25000000,0,-0.25037435,-0.25037435,24.672249,0
26007000,0,-0.17743817,-0.17743817,24.671337,0
27000000,0,0.14841904,0.14841904,24.67081,0
28008000,0,0.39801142,0.39801142,24.670732,0
29004000,0,0.27140892,0.27140892,24.670622,0
30003000,0,-0.092624575,-0.092624575,24.670418,0
31004000,0,0.18264087,0.18264087,24.670523,0
32003000,0,0.64248323,0.64248323,24.670637,0
33007000,0,-0.6153871,-0.6153871,24.670675,0
34008000,0,0.51854926,0.51854926,24.67064,0
35000000,0,0.43332413,0.43332413,24.670626,0
36003000,0,-0.11856834,-0.11856834,24.670513,0
37000000,0,-0.6199524,-0.6199524,24.670597,0
38003000,0,-0.18453544,-0.18453544,24.670702,0
39004000,0,-0.20484373,-0.20484373,24.67078,0
40000000,0,-0.055246036,-0.055246036,24.670918,0
41003000,0,0.5259807,0.5259807,24.671108,0
42000000,0,-0.5186051,-0.5186051,24.671253,0
43007000,0,0.66505873,0.66505873,24.671164,0
44003000,0,-0.21062842,-0.21062842,24.671057,0
45003000,0,0.3075326,0.3075326,24.670965,0
46004000,0,0.11177828,0.11177828,24.67089,0
47008000,0,-0.55572146,-0.55572146,24.67081,0
48004000,0,-0.60836023,-0.60836023,24.670698,0
49008000,0,-0.32465658,-0.32465658,24.67453,0
50003000,0,-0.3129543,-0.3129543,24.675453,0
51003000,0,0.08450014,0.08450014,24.675486,0
52003000,0,-0.24212699,-0.24212699,24.675495,0
53000000,0,0.09463577,0.09463577,24.675495,0
