timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
5003000,0.0,0.0,0.0,1
5107000,0.0,0.0,0.0,1
5920000,0.0,0.0,0.0,1
6928000,0.0,0.0,0.0,1
7944000,0.0,0.0,0.0,1
8968000,0.0,0.0,0.0,1
9984000,0.0,0.0,0.0,1
10995000,0.0,0.0,0.0,1
12004000,0.0,0.0,0.0,1
12923000,0.0,0.0,0.0,1
13932000,0.0,0.0,0.0,1
14935000,0.0,0.0,0.0,1
15956000,0.0,0.0,0.0,1
16979000,0.0,0.0,0.0,1
17996000,0.0,0.0,0.0,1
18999000,0.0,0.0,0.0,1
19908000,0.0,0.0,0.0,1
20924000,0.0,0.0,0.0,1
21940000,0.0,0.0,0.0,1
22244000,0.0,0.0,0.0,1
50859000,0.0,0.0,0.0,1
50967000,0.0,0.0,0.0,1
51767000,0.0,0.0,0.0,1
52788000,0.0,0.0,0.0,1
