timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
508000,inf,0,1,1,1,0,0,1,1,0,1
1515000,inf,0,1,1,1,0,0,1,0,0,1
2523000,inf,0,1,1,1,0,0,1,0,0,1
3528000,inf,0,1,1,1,0,0,1,0,0,1
4528000,inf,0,1,1,1,0,0,1,0,0,1
5532000,inf,0,1,1,1,0,0,1,0,0,1
6534000,inf,0,1,1,1,0,0,1,0,0,1
7536000,inf,0,1,1,1,0,0,1,0,0,1
8539000,inf,0,1,1,1,0,0,1,0,0,1
9551000,inf,0,1,1,1,0,0,1,0,0,1
10552000,inf,0,1,1,1,0,0,1,0,0,1
11127000,inf,0,1,1,1,1,1,1,0,0,1
12132000,inf,0,1,1,1,1,1,1,0,0,1
13140000,inf,0,1,1,1,1,1,1,0,0,1
14144000,inf,0,1,1,1,1,1,1,0,0,1
15148000,inf,0,1,1,1,1,1,1,0,0,1
16160000,inf,0,1,1,1,1,1,1,0,0,1
17164000,inf,0,1,1,1,1,1,1,0,0,1
18164000,inf,0,1,1,1,1,1,1,0,0,1
19135000,inf,0,1,1,1,0,0,1,0,0,1
20139000,inf,0,1,1,1,0,0,1,0,0,1
21143000,inf,0,1,1,1,0,0,1,0,0,1
21499000,inf,0,1,1,1,1,0,1,0,0,1
22244000,inf,0,1,0,0,1,0,1,0,0,1
22255000,inf,0,0,0,0,1,0,1,0,0,1
23268000,inf,0,0,0,0,1,0,0,0,0,1
24268000,inf,0,0,0,0,1,0,0,0,0,1
25271000,inf,0,0,0,0,1,0,0,0,0,1
26275000,inf,0,0,0,0,1,0,0,0,0,1
27251000,inf,0,0,0,0,0,0,0,0,0,1
28256000,inf,0,0,0,0,0,0,0,0,0,1
29260000,inf,0,0,0,0,0,0,0,0,0,1
30263000,inf,0,0,0,0,0,0,0,0,0,1
31264000,inf,0,0,0,0,0,0,0,0,0,1
32272000,inf,0,0,0,0,0,0,0,0,0,1
33276000,inf,0,0,0,0,0,0,0,0,0,1
34284000,inf,0,0,0,0,0,0,0,0,0,1
35288000,inf,0,0,0,0,0,0,0,0,0,1
36288000,inf,0,0,0,0,0,0,0,0,0,1
37300000,inf,0,0,0,0,0,0,0,0,0,1
38307000,inf,0,0,0,0,0,0,0,0,0,1
39307000,inf,0,0,0,0,0,0,0,0,0,1
40311000,inf,0,0,0,0,0,0,0,0,0,1
41316000,inf,0,0,0,0,0,0,0,0,0,1
42316000,inf,0,0,0,0,0,0,0,0,0,1
43323000,inf,0,0,0,0,0,0,0,0,0,1
44328000,inf,0,0,0,0,0,0,0,0,0,1
45332000,inf,0,0,0,0,0,0,0,0,0,1
46340000,inf,0,0,0,0,0,0,0,0,0,1
47343000,inf,0,0,0,0,0,0,0,0,0,1
48344000,inf,0,0,0,0,0,0,0,1,0,1
48444000,inf,0,0,0,0,1,1,0,1,0,1
49451000,inf,0,0,0,0,1,1,0,0,0,1
50079000,inf,0,1,0,0,1,1,1,0,0,1
50439000,inf,0,1,1,0,1,1,1,0,0,1
50775000,inf,0,1,1,1,1,1,1,0,0,1
51775000,inf,0,1,1,1,1,1,1,0,0,1
52788000,inf,0,1,1,1,1,1,1,0,0,1
