timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode
48475777,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51511788,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51570336,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51613330,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51667490,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51717099,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51771075,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51818937,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51865774,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51915122,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51970777,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52014210,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52017673,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52077221,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52121115,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52170382,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52219825,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52277077,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52323586,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52370269,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52425873,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52479589,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52523670,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52574263,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52623879,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52671807,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52721433,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52770875,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52828131,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52874552,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52924220,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52972130,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53021741,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53029719,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53082038,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53143459,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53189889,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53239447,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53281430,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53338439,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53385091,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53433239,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53480832,0,0,0,0,0,0,0,0,1,0,0,0,0,0
