timestamp,voltage5v_v,sensors3v3[0],sensors3v3[1],sensors3v3[2],sensors3v3[3],sensors3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc,comp_5v_valid,can1_gps1_5v_valid
51933215,5.1759887,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
51943220,5.177298,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
52433214,5.178305,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
52933348,5.179312,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
53433215,5.184851,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
53933233,5.1747804,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
54433229,5.174478,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
54933212,5.1757874,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
55433214,5.1523223,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
55933224,5.1647096,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
56433229,5.1759887,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
56933212,5.1843476,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
57433217,5.183038,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
57933215,5.1881742,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
58433262,5.190289,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
58933215,5.1657166,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
59433306,5.1715574,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
59933214,5.1643066,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
60433217,5.1600766,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
60933215,5.161587,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
61433213,5.180218,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
61933217,5.1695433,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
62433214,5.181628,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
62933358,5.184851,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
63433217,5.1739745,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
63933216,5.1729674,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
64433242,5.170651,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
64933216,5.1729674,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
65433214,5.17619,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
65933271,5.1898866,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
66433214,5.1776,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
66933236,5.1745787,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
67433258,5.1760893,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
67933284,5.15766,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
68433213,5.174881,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
68933320,5.175284,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
69433214,5.164105,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
69933217,5.1618896,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
70433214,5.1895843,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
70933213,5.1797147,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
71433218,5.172464,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
71933214,5.16622,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
72433216,5.1791105,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
72933221,5.180017,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
73433217,5.1690397,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
73933215,5.156653,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
74433212,5.1712556,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
74933214,5.173471,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
75433215,5.1868653,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
75933218,5.1769958,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
76433216,5.177902,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
76933213,5.1811247,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
77433213,5.178003,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
77933214,5.1664214,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
78433213,5.1512146,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
78933215,5.1778016,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
79433216,5.176492,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
79933216,5.171457,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
80433220,5.1725645,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
80933213,5.156955,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
81433214,5.192505,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
