timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
5525000,0.0,0.0,49.962837,0.0,0.0,0.0,0.0,1,0,0,0
11040000,40.154030142089596,116.25948598548013,49.91695,-0.0064393445,0.024262328,0.0075506778,-0.0041851318,1,1,1,0
18624000,40.15402993053728,116.25948539781977,49.891975,-0.029962888,-0.025681634,0.03252584,-0.004774379,1,1,1,0
21880000,40.15403007788559,116.2594854844531,49.92307,-0.013578504,-0.018318858,0.0014294724,-0.0039563826,1,1,1,0
