timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
168000,156800,197388,0.27701002,-0.03300502,0.47121415,0
192000,180800,197388,0.27642962,-0.0334931,0.47080788,0
212000,203000,197388,0.2765646,-0.033751894,0.47274533,0
236000,228000,197388,0.27752087,-0.034716405,0.471374,0
256000,249000,197388,0.27665246,-0.03138344,0.46959165,0
276000,267000,197388,0.27663228,-0.03139767,0.47254348,0
300000,292000,197388,0.27553034,-0.032185964,0.4715422,0
324000,315000,197388,0.2765799,-0.034077406,0.4724826,0
348000,340000,197388,0.27583194,-0.033119597,0.4713603,0
368000,361333,197388,0.276084,-0.03532245,0.47105187,0
392000,382000,197388,0.27797467,-0.03239779,0.47242612,0
412000,404000,197388,0.27633974,-0.035171725,0.47361696,0
436000,425000,197388,0.27674735,-0.03506855,0.47015578,0
460000,448800,197388,0.27711222,-0.035259463,0.4727988,0
484000,472800,197388,0.278632,-0.035278168,0.47023574,0
508000,497000,197388,0.2767575,-0.034970604,0.4707911,0
532000,524000,197388,0.2776576,-0.03381836,0.47288927,0
552000,544000,197388,0.2782053,-0.032417983,0.4723575,0
576000,568000,197388,0.2775055,-0.03423978,0.47037196,0
600000,590000,197388,0.27775213,-0.034169804,0.46968478,0
620000,613000,197388,0.27751562,-0.032267936,0.47102916,0
640000,633000,197388,0.27669418,-0.033055868,0.46879393,0
660000,654000,197388,0.2785987,-0.033781286,0.4710886,0
684000,675000,197388,0.2763113,-0.031874787,0.4712476,0
704000,696000,197388,0.27676105,-0.034678817,0.46899807,0
728000,717000,197388,0.27800354,-0.032870125,0.47090507,0
752000,744000,197388,0.27526706,-0.03117038,0.47155517,0
772000,764000,197388,0.27634507,-0.031862747,0.47185636,0
792000,784000,197388,0.27773628,-0.032796163,0.4716916,0
816000,805000,197388,0.2765162,-0.034965586,0.4690293,0
836000,828000,197388,0.2771015,-0.034139287,0.472581,0
856000,848000,197388,0.2757823,-0.034597777,0.47228667,0
876000,867000,197388,0.27622947,-0.033242084,0.47049436,0
896000,887000,197388,0.27829918,-0.03302119,0.47067806,0
916000,908000,197388,0.27725258,-0.032992013,0.47109628,0
936000,929333,197388,0.27607036,-0.031550035,0.47191745,0
956000,950000,197388,0.27609107,-0.034334518,0.47211835,0
976000,968000,197388,0.27670056,-0.032242283,0.46805447,0
996000,990666,197388,0.27641958,-0.03245361,0.47426188,0
1020000,1010000,197388,0.27856866,-0.029811602,0.47135454,0
1044000,1035000,197388,0.2762452,-0.03365194,0.47230268,0
1064000,1056000,197388,0.2764724,-0.033522412,0.4710271,0
1084000,1078000,197388,0.27851564,-0.03442672,0.47151664,0
1108000,1099000,197388,0.27678186,-0.033931058,0.4708006,0
1132000,1121000,197388,0.27722257,-0.03354464,0.4685985,0
1152000,1146666,197388,0.277632,-0.034309268,0.4693379,0
1172000,1165000,197388,0.27499038,-0.035481475,0.46910912,0
1192000,1186666,197388,0.2782451,-0.03483303,0.47283417,0
1212000,1204000,197388,0.27781767,-0.03234198,0.46855092,0
1232000,1226000,197388,0.27823067,-0.036536552,0.47149837,0
1252000,1244000,197388,0.2752721,-0.03211421,0.47039366,0
1276000,1268000,197388,0.27862063,-0.030618927,0.4710977,0
1300000,1291000,197388,0.27679795,-0.032869797,0.47102404,0
1324000,1316000,197388,0.27956343,-0.0343329,0.47374254,0
1348000,1340000,197388,0.28009963,-0.032648973,0.4725477,0
1372000,1364000,197388,0.27634928,-0.034109112,0.47153062,0
1396000,1388000,197388,0.2764923,-0.03278629,0.47039074,0
1416000,1409333,197388,0.2743773,-0.03264133,0.47106183,0
1436000,1430666,197388,0.27774182,-0.03035682,0.46926045,0
1460000,1452000,197388,0.27753136,-0.03512968,0.47048098,0
1484000,1476000,197388,0.27748284,-0.030045753,0.47338098,0
1504000,1498000,197388,0.27723247,-0.0322978,0.47175777,0
1528000,1517000,197388,0.27864882,-0.032216847,0.47159958,0
1548000,1540000,197388,0.27777937,-0.03141381,0.4703772,0
1568000,1561000,197388,0.27596238,-0.032619633,0.47325024,0
1588000,1582666,197388,0.2785306,-0.032624867,0.4703529,0
1608000,1600000,197388,0.27618194,-0.034609698,0.47037333,0
1628000,1622000,197388,0.27494752,-0.03219188,0.472719,0
1652000,1641000,197388,0.27473527,-0.033474147,0.47192532,0
1676000,1668000,197388,0.27626187,-0.031849902,0.46928498,0
1700000,1689000,197388,0.27428368,-0.03319999,0.47058192,0
1720000,1714666,197388,0.27751857,-0.03426203,0.47096872,0
1740000,1734000,197388,0.27809364,-0.0344798,0.47039133,0
1760000,1754000,197388,0.27700806,-0.03262593,0.47101906,0
1784000,1776000,197388,0.27718198,-0.03285982,0.4723401,0
1804000,1797333,197388,0.27821156,-0.032416623,0.47022578,0
1824000,1816000,197388,0.27808493,-0.033895314,0.47080088,0
1844000,1836000,197388,0.27640775,-0.032427832,0.46980208,0
1864000,1857000,197388,0.27772686,-0.033220727,0.47166437,0
1888000,1880000,197388,0.27488893,-0.033807777,0.47227034,0
1908000,1902000,197388,0.27667436,-0.03315895,0.47088188,0
1928000,1922666,197388,0.27573583,-0.031301107,0.46994314,0
