timestamp,accel_device_id,gyro_device_id
44000,1310988,1310988
600000,1310988,1310988
10424000,1310996,1310996
25252000,1310988,1310988
25380000,1311004,1311004
25436000,1310988,1310988
25548000,1310988,1310988
25860000,1311004,1311004
26060000,1310988,1310988
27760000,1310996,1310996
29928000,1310988,1310988
32898000,1310996,1310996
39730000,1311004,1311004
41163000,1310988,1310988
41642000,1311004,1311004
42555000,1310996,1310996
42574000,1310988,1310988
44574000,1310988,1310988
44574000,1310988,1310988
44762000,1310988,1310988
45167000,1311004,1311004
45202000,1310996,1310996
45967000,1311004,1311004
46082000,1310988,1310988
46882000,1311004,1311004
47267000,1310988,1310988
47678000,1311004,1311004
48674000,1310996,1310996
48794000,1310988,1310988
48879000,1311004,1311004
52507000,1310988,1310988
52707000,1310996,1310996
52762000,1310988,1310988
52870000,1311004,1311004
53714000,1310988,1310988
53782000,1311004,1311004
