timestamp,main_state_changes,main_state
20000,0,0
532000,0,0
1032000,0,0
1532000,0,0
2032000,0,0
2544000,0,0
2800000,0,0
3304000,0,0
3812000,0,0
4320000,0,0
4828000,0,0
5332000,0,0
5836000,0,0
6344000,0,0
6844000,0,0
7344000,0,0
7844000,0,0
8344000,0,0
8848000,0,0
9352000,0,0
9860000,0,0
10360000,0,0
10868000,0,0
11092000,1,4
11600000,1,4
12104000,1,4
12616000,1,4
13124000,1,4
13624000,1,4
14132000,1,4
14632000,1,4
15136000,1,4
15640000,1,4
16140000,1,4
16648000,1,4
17160000,1,4
17667000,1,4
18176000,1,4
18684000,1,4
19196000,1,4
19696000,1,4
20208000,1,4
20716000,1,4
21216000,1,4
21716000,1,4
22096000,1,4
22596000,1,4
22800000,1,4
22908000,2,7
23000000,2,7
23500000,2,7
24008000,2,7
24508000,2,7
25012000,2,7
25516000,2,7
26027000,2,7
26536000,2,7
27047000,2,7
27556000,2,7
28068000,2,7
28523000,2,7
29032000,2,7
29536000,2,7
30048000,2,7
30552000,2,7
31052000,2,7
31554000,2,7
32062000,2,7
32570000,2,7
33082000,2,7
33582000,2,7
34083000,2,7
34555000,2,7
35058000,2,7
35563000,2,7
36070000,2,7
36570000,2,7
37078000,2,7
37578000,2,7
38086000,2,7
38586000,2,7
39090000,2,7
39530000,2,7
40042000,2,7
40546000,2,7
41047000,2,7
41554000,2,7
42054000,2,7
42570000,2,7
43071000,2,7
43578000,2,7
44082000,2,7
44591000,2,7
45103000,2,7
45607000,2,7
46114000,2,7
46618000,2,7
47127000,2,7
47630000,2,7
48135000,2,7
48647000,2,7
49150000,2,7
49570000,2,7
49582000,3,11
50095000,3,11
50598000,3,11
51098000,3,11
51602000,3,11
52107000,3,11
52618000,3,11
53126000,3,11
53627000,3,11
54127000,3,11
