timestamp,param5,param6,param1,param2,param3,param4,param7,command,target_system,target_component,source_system,source_component,confirmation,from_external
17547000,0.0,0.0,33.0,4.0,3.0,0.0,0.0,176,1,0,0,0,0,1
18731000,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,1,0,0,0,0,1
18850000,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,1,0,0,0,0,1
19407000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,1,0,0,0,0,1
20017000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,1,0,0,0,0,1
20048000,0.0,0.0,2.0,1.0,0.0,0.0,666.0,183,1,0,0,0,0,1
21215000,-1.0,0.0,2.0,3.0,-0.0505586,-0.008720739,666.0,183,1,0,0,0,0,1
26418000,0.0,0.0,2.0,3.0,0.0,0.0,777.0,183,1,0,0,0,0,1
26739000,0.0,0.0,2.0,6.0,0.0,0.0,666.0,183,1,0,0,0,0,1
46974000,0.0,0.0,2.0,6.0,0.0,0.0,777.0,183,1,0,0,0,0,1
47058000,40.154258728027344,116.25949096679688,0.0,0.0,0.0,0.0,49.929,21,1,0,0,0,0,1
47102000,0.0,0.0,2.0,7.0,0.0,0.0,666.0,183,1,0,0,0,0,1
52588000,0.0,0.0,2.0,7.0,0.0,0.0,777.0,183,1,0,0,0,0,1
