timestamp,position,velocity,acceleration,attitude,body_rate
18703000,0,1,0,0,0
18752000,0,1,0,0,0
18817000,0,1,0,0,0
18879000,0,1,0,0,0
19016000,0,1,0,0,0
19112000,0,1,0,0,0
19216000,0,1,0,0,0
19304000,0,1,0,0,0
19408000,0,1,0,0,0
19512000,0,1,0,0,0
19592000,0,1,0,0,0
19716000,0,1,0,0,0
19764000,0,1,0,0,0
19912000,0,1,0,0,0
20008000,0,1,0,0,0
20088000,0,1,0,0,0
20208000,0,1,0,0,0
20300000,0,1,0,0,0
20371000,0,1,0,0,0
20516000,0,1,0,0,0
20581000,0,1,0,0,0
20704000,0,1,0,0,0
20811000,0,1,0,0,0
20912000,0,1,0,0,0
21008000,0,1,0,0,0
21116000,0,1,0,0,0
21188000,0,1,0,0,0
21319000,1,0,0,0,0
21416000,1,0,0,0,0
21512000,1,0,0,0,0
21603000,1,0,0,0,0
21652000,1,0,0,0,0
21804000,1,0,0,0,0
21864000,1,0,0,0,0
21980000,1,0,0,0,0
22084000,1,0,0,0,0
22176000,1,0,0,0,0
22316000,1,0,0,0,0
22416000,1,0,0,0,0
22512000,1,0,0,0,0
22580000,1,0,0,0,0
22699000,1,0,0,0,0
22808000,1,0,0,0,0
22912000,1,0,0,0,0
22972000,1,0,0,0,0
23101000,1,0,0,0,0
23196000,1,0,0,0,0
23304000,1,0,0,0,0
23409000,1,0,0,0,0
23487000,1,0,0,0,0
23596000,1,0,0,0,0
23664000,1,0,0,0,0
23864000,1,0,0,0,0
23919000,1,0,0,0,0
24004000,1,0,0,0,0
24088000,1,0,0,0,0
24215000,1,0,0,0,0
24276000,1,0,0,0,0
24415000,1,0,0,0,0
24507000,1,0,0,0,0
24568000,1,0,0,0,0
24670000,1,0,0,0,0
24815000,1,0,0,0,0
24879000,1,0,0,0,0
24980000,1,0,0,0,0
25094000,1,0,0,0,0
25220000,1,0,0,0,0
25311000,1,0,0,0,0
25404000,1,0,0,0,0
25484000,1,0,0,0,0
25608000,1,0,0,0,0
25712000,1,0,0,0,0
25807000,1,0,0,0,0
25904000,1,0,0,0,0
25999000,1,0,0,0,0
26112000,1,0,0,0,0
26180000,1,0,0,0,0
26284000,1,0,0,0,0
26408000,1,0,0,0,0
26495000,1,0,0,0,0
26612000,1,0,0,0,0
26712000,1,0,0,0,0
26788000,1,0,0,0,0
26904000,1,0,0,0,0
27007000,1,0,0,0,0
27119000,1,0,0,0,0
27211000,1,0,0,0,0
27272000,1,0,0,0,0
27404000,1,0,0,0,0
27503000,1,0,0,0,0
27592000,1,0,0,0,0
27716000,1,0,0,0,0
27809000,1,0,0,0,0
27916000,1,0,0,0,0
27972000,1,0,0,0,0
28039000,1,0,0,0,0
28204000,1,0,0,0,0
28236000,1,0,0,0,0
28396000,1,0,0,0,0
28515000,1,0,0,0,0
28576000,1,0,0,0,0
28716000,1,0,0,0,0
28792000,1,0,0,0,0
28916000,1,0,0,0,0
29012000,1,0,0,0,0
29116000,1,0,0,0,0
29131000,1,0,0,0,0
29335000,1,0,0,0,0
29416000,1,0,0,0,0
29502000,1,0,0,0,0
29604000,1,0,0,0,0
29672000,0,1,0,0,0
29816000,0,1,0,0,0
29932000,0,1,0,0,0
30012000,0,1,0,0,0
30095000,0,1,0,0,0
30196000,0,1,0,0,0
30292000,0,1,0,0,0
30405000,0,1,0,0,0
30507000,0,1,0,0,0
30543000,0,1,0,0,0
30712000,0,1,0,0,0
30769000,0,1,0,0,0
30892000,0,1,0,0,0
31000000,0,1,0,0,0
31104000,0,1,0,0,0
31200000,0,1,0,0,0
31316000,0,1,0,0,0
31412000,0,1,0,0,0
31508000,0,1,0,0,0
31612000,0,1,0,0,0
31676000,0,1,0,0,0
31812000,0,1,0,0,0
31904000,0,1,0,0,0
31996000,0,1,0,0,0
32099000,0,1,0,0,0
32132000,0,1,0,0,0
32312000,0,1,0,0,0
32407000,0,1,0,0,0
32512000,0,1,0,0,0
32616000,0,1,0,0,0
32716000,0,1,0,0,0
32772000,0,1,0,0,0
32899000,0,1,0,0,0
33016000,0,1,0,0,0
33084000,0,1,0,0,0
33204000,0,1,0,0,0
33280000,0,1,0,0,0
