timestamp,param5,param6,param1,param2,param3,param4,param7,command,target_system,target_component,source_system,source_component,confirmation,from_external
22155000,0.0,0.0,33.0,4.0,3.0,0.0,0.0,176,1,0,0,0,0,1
22880000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,1,0,0,0,0,1
22980000,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,1,0,0,0,0,1
23076000,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,1,0,0,0,0,1
28658000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,1,0,0,0,0,1
28666000,0.0,0.0,2.0,1.0,0.0,0.0,666.0,183,1,0,0,0,0,1
29678000,-1.0,0.0,2.0,3.0,0.024466017,-0.0006693834,666.0,183,1,0,0,0,0,1
34705000,0.0,0.0,2.0,3.0,0.0,0.0,777.0,183,1,0,0,0,0,1
34718000,0.0,0.0,2.0,6.0,0.0,0.0,666.0,183,1,0,0,0,0,1
37722000,0.0,0.0,2.0,6.0,0.0,0.0,777.0,183,1,0,0,0,0,1
37766000,0.0,0.0,2.0,9.0,12.0,3.0,666.0,183,1,0,0,0,0,1
47792000,0.0,0.0,2.0,9.0,0.0,0.0,777.0,183,1,0,0,0,0,1
47799000,28.14295768737793,112.98371124267578,0.0,0.0,0.0,0.0,50.926,21,1,0,0,0,0,1
47799000,0.0,0.0,2.0,7.0,0.0,0.0,666.0,183,1,0,0,0,0,1
52827000,0.0,0.0,2.0,7.0,0.0,0.0,777.0,183,1,0,0,0,0,1
52827000,0.0,0.0,0.0,21196.0,0.0,0.0,0.0,400,1,0,0,0,0,1
