timestamp,accel_device_id,gyro_device_id
44000,1310988,1310988
604000,1310988,1310988
5060000,1310996,1310996
5076000,1311004,1311004
5112000,1310988,1310988
5124000,1310988,1310988
5139000,1310996,1310996
5171000,1310988,1310988
5188000,1310996,1310996
5200000,1311004,1311004
5220000,1310988,1310988
5236000,1310996,1310996
5256000,1311004,1311004
5280000,1310996,1310996
5344000,1310988,1310988
5388000,1310996,1310996
5412000,1310988,1310988
5448000,1310996,1310996
5460000,1310988,1310988
5476000,1310996,1310996
5508000,1310988,1310988
5656000,1311004,1311004
5672000,1310988,1310988
5712000,1310996,1310996
5728000,1310988,1310988
5776000,1310988,1310988
5788000,1310996,1310996
5804000,1310988,1310988
5820000,1310996,1310996
5848000,1310988,1310988
5868000,1310996,1310996
5960000,1311004,1311004
