timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
102679923,63.993164,22398.727,0,29,14057,65536,0,3,255
103680045,276.73828,275.91632,0,29,8930,65536,0,3,255
104680421,481.42676,240.31038,0,29,5165,65536,0,3,255
105680428,672.88574,224.04425,0,29,5398,65536,0,3,255
106681164,861.501,215.15488,0,29,7296,65536,0,3,255
107681184,1053.2324,210.47314,0,29,7474,65536,0,3,255
108681957,1258.9805,209.65918,0,29,6175,65536,0,3,255
109681960,1461.7314,208.67288,0,29,8803,65536,0,3,255
110681980,1668.2373,208.40166,0,29,5879,65536,0,3,255
111682783,1868.1719,207.44289,0,29,9309,65536,0,3,255
112682787,2073.6875,207.25021,0,29,6454,65536,0,3,255
113683580,2274.4502,206.64584,0,29,8760,65536,0,3,255
114683648,2478.413,206.4212,0,29,6867,65536,0,3,255
115684365,2679.3535,205.98846,0,29,8294,65536,0,3,255
116685157,2884.0635,205.88556,0,29,6476,65536,0,3,255
117685172,3084.4258,205.51732,0,29,8957,65536,0,3,255
118686331,3289.63,205.4829,0,29,6609,65536,0,3,255
119686785,3489.0205,205.11922,0,29,9601,65536,0,3,255
120686802,3694.7021,205.15027,0,29,7147,65536,0,3,255
121687561,3894.9287,204.88306,0,29,9917,65536,0,3,255
122688375,4100.1074,204.88953,0,29,8983,65536,0,3,255
123689162,4305.0625,204.88496,0,29,8354,65536,0,3,255
124689971,4509.3,204.84802,0,29,6176,65536,0,3,255
125689975,4709.9375,204.66504,0,29,7698,65536,0,3,255
126690783,4913.6055,204.61662,0,29,6392,65536,0,3,255
127691572,5120.0,204.68123,0,29,4872,65536,0,3,255
128691576,5324.663,204.68053,0,29,5460,65536,0,3,255
129691615,5529.006,204.66772,0,29,5699,65536,0,3,255
130692427,5733.878,204.66907,0,29,6346,65536,0,3,255
131693747,5934.246,204.51154,0,29,10099,65536,0,3,255
