timestamp,timestamp_sample,device_id,sensor_sample_rate_hz,resolution_hz,peak_frequencies_x[0],peak_frequencies_x[1],peak_frequencies_x[2],peak_frequencies_x[3],peak_frequencies_y[0],peak_frequencies_y[1],peak_frequencies_y[2],peak_frequencies_y[3],peak_frequencies_z[0],peak_frequencies_z[1],peak_frequencies_z[2],peak_frequencies_z[3],peak_magnitude_x[0],peak_magnitude_x[1],peak_magnitude_x[2],peak_magnitude_x[3],peak_magnitude_y[0],peak_magnitude_y[1],peak_magnitude_y[2],peak_magnitude_y[3],peak_magnitude_z[0],peak_magnitude_z[1],peak_magnitude_z[2],peak_magnitude_z[3],total_energy[0],total_energy[1],total_energy[2]
102455044,102454171,6684682,2000.8895,1.9539937,nan,nan,nan,nan,nan,nan,nan,nan,38.861847,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,463.0,478.0,539.0
103043931,103040531,6684682,2000.8895,1.9539937,nan,nan,nan,nan,nan,nan,nan,nan,41.294907,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,462.0,466.0,577.0
103296497,103295470,6684682,2000.8895,1.9539937,nan,nan,nan,nan,nan,nan,nan,nan,50.62533,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,463.0,484.0,534.0
104195696,104192255,6684682,2000.8895,1.9539937,nan,nan,nan,nan,nan,nan,nan,nan,48.740368,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,490.0,479.0,568.0
104448064,104447195,6684682,2000.8895,1.9539937,nan,nan,nan,nan,nan,nan,nan,nan,42.98786,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,488.0,487.0,559.0
104573505,104573164,6684682,2000.8895,1.9539937,32.77864,33.49099,nan,nan,nan,nan,nan,nan,42.98786,nan,nan,nan,10.0,10.0,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,459.0,487.0,559.0
104704208,104702132,6684682,2000.8895,1.9539937,nan,nan,nan,nan,60.573803,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,440.0,470.0,507.0
104960922,104960070,6684682,2000.8895,1.9539937,83.953606,nan,nan,nan,nan,nan,nan,nan,58.619812,nan,nan,nan,10.0,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,480.0,478.0,517.0
105468788,105468447,6684682,2000.8895,1.9539937,83.89072,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,509.0,492.0,539.0
105473384,105469947,6684682,2000.8895,1.9539937,83.89072,nan,nan,nan,33.21789,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,509.0,508.0,539.0
105599841,105598964,6684682,2000.8895,1.9539937,nan,nan,nan,nan,nan,nan,nan,nan,33.21789,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,432.0,523.0,544.0
105730042,105727885,6684682,2000.8895,1.9539937,nan,nan,nan,nan,nan,nan,nan,nan,50.585808,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,489.0,505.0,543.0
105856162,105855354,6684682,2000.8895,1.9539937,nan,nan,nan,nan,56.831966,60.587532,nan,nan,47.113876,nan,nan,nan,nan,nan,nan,nan,10.0,10.0,nan,nan,16.0,nan,nan,nan,474.0,466.0,549.0
105981726,105979825,6684682,2000.8895,1.9539937,41.251892,nan,nan,nan,56.831966,60.587532,nan,nan,47.113876,nan,nan,nan,16.0,nan,nan,nan,10.0,10.0,nan,nan,16.0,nan,nan,nan,487.0,466.0,549.0
105982046,105981372,6684682,2000.8895,1.9539937,41.251892,nan,nan,nan,56.665817,nan,nan,nan,47.113876,nan,nan,nan,16.0,nan,nan,nan,16.0,nan,nan,nan,16.0,nan,nan,nan,487.0,470.0,549.0
106364150,106363781,6684682,2000.8895,1.9539937,82.22483,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,479.0,470.0,541.0
106499168,106495701,6684682,2000.8895,1.9539937,nan,nan,nan,nan,nan,nan,nan,nan,41.143566,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,460.0,471.0,508.0
107007405,107004077,6684682,2000.8895,1.9539937,82.140434,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,501.0,467.0,513.0
107007944,107007077,6684682,2000.8895,1.9539937,82.140434,nan,nan,nan,nan,nan,nan,nan,42.88123,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,501.0,504.0,530.0
107137895,107134546,6684682,2000.8895,1.9539937,nan,nan,nan,nan,nan,nan,nan,nan,41.072407,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,468.0,488.0,534.0
