timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
196000,196000,0.0024069452,-0.0014478059,-0.0006028166,0.0,0.0,0.0,0.0,-1.0
200000,200000,0.003191947,0.00045154325,0.00011513011,0.0,0.0,0.0,0.0,-1.0
252000,252000,0.002067997,0.002355216,-0.000615667,0.0,0.0,0.0,0.0,-1.0
300000,300000,-0.0015181747,-0.0006482593,-0.0009932498,0.0,0.0,0.0,0.0,-1.0
344000,344000,0.0027253476,-0.002768683,-0.0006401855,0.0,0.0,0.0,0.0,-1.0
400000,400000,0.0030943234,6.049528e-05,0.00015637446,0.0,0.0,0.0,0.0,-1.0
444000,444000,-0.0008174693,-0.0018478124,-0.00024456324,0.0,0.0,0.0,0.0,-1.0
492000,492000,-0.0016288274,-0.0012406355,0.00019187869,0.0,0.0,0.0,0.0,-1.0
548000,548000,0.0034247055,1.484582e-05,-0.0018389944,0.0,0.0,0.0,0.0,-1.0
600000,600000,-0.0013564137,0.0009982474,1.2108927e-05,0.0,0.0,0.0,0.0,-1.0
644000,644000,0.0019484325,0.00043413189,1.8337274e-05,0.0,0.0,0.0,0.0,-1.0
700000,700000,0.0001748517,-0.0010138922,-0.00086040405,0.0,0.0,0.0,0.0,-1.0
748000,748000,-0.002878231,0.0013507013,0.00012263612,0.0,0.0,0.0,0.0,-1.0
796000,796000,8.624105e-06,0.0010959464,0.0005398315,0.0,0.0,0.0,0.0,-1.0
852000,852000,-0.0032929918,-0.001175846,0.0016447784,0.0,0.0,0.0,0.0,-1.0
896000,896000,0.001441601,0.0012263665,0.00021126776,0.0,0.0,0.0,0.0,-1.0
944000,944000,-0.001496132,0.0016644499,-0.00016950119,0.0,0.0,0.0,0.0,-1.0
992000,992000,-0.0007464717,-0.00023412622,0.00057610305,0.0,0.0,0.0,0.0,-1.0
1044000,1044000,-7.247552e-05,0.00097083225,-0.0011731068,0.0,0.0,0.0,0.0,-1.0
1096000,1096000,0.0008795466,-0.0012464725,-0.00025821556,0.0,0.0,0.0,0.0,-1.0
1148000,1148000,0.0004347284,-0.0018107109,0.00033798968,0.0,0.0,0.0,0.0,-1.0
1192000,1192000,-0.00064534106,0.0014675928,-0.00061233056,0.0,0.0,0.0,0.0,-1.0
