timestamp,accel_device_id,gyro_device_id
51000,1310988,1310988
576000,1310996,1310996
22735000,1311004,1311004
22831000,1310996,1310996
22850000,1311004,1311004
22963000,1310996,1310996
23163000,1311004,1311004
23569000,1310988,1310988
23737000,1310996,1310996
23901000,1311004,1311004
25063000,1310996,1310996
34970000,1311004,1311004
35199000,1310988,1310988
37119000,1310996,1310996
37123000,1311004,1311004
37284000,1310996,1310996
39744000,1311004,1311004
41880000,1310988,1310988
41980000,1310996,1310996
44696000,1311004,1311004
47747000,1310988,1310988
48439000,1310996,1310996
48521000,1310988,1310988
49070000,1311004,1311004
52181000,1310996,1310996
52201000,1310988,1310988
52285000,1310996,1310996
52285000,1310988,1310988
