timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,mode_switch,man_switch,acro_switch,stab_switch,posctl_switch
51655706,51639695,1,1,0,0,0,0,3,0,3,0,0,0,0,0
52663948,52647681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
53671707,53655682,1,1,0,0,0,0,3,0,3,0,0,0,0,0
54679709,54663681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
55687707,55671682,1,1,0,0,0,0,3,0,3,0,0,0,0,0
56695709,56679682,1,1,0,0,0,0,3,0,3,0,0,0,0,0
57703704,57687681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
58711706,58695683,1,1,0,0,0,0,3,0,3,0,0,0,0,0
59719768,59703681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
60727752,60711681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
61735707,61719681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
62743707,62727696,1,1,0,0,0,0,3,0,3,0,0,0,0,0
63751705,63735681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
64759707,64743683,1,1,0,0,0,0,3,0,3,0,0,0,0,0
65767707,65751681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
66775881,66759681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
67783704,67767684,1,1,0,0,0,0,3,0,3,0,0,0,0,0
68791705,68775769,1,1,0,0,0,0,3,0,3,0,0,0,0,0
69799930,69783683,1,1,0,0,0,0,3,0,3,0,0,0,0,0
70807735,70791681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
71815714,71799681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
72823706,72807681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
73831705,73815681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
74839706,74823680,1,1,0,0,0,0,3,0,3,0,0,0,0,0
75847720,75831681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
76855708,76839682,1,1,0,0,0,0,3,0,3,0,0,0,0,0
77863704,77847681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
78871704,78855684,1,1,0,0,0,0,3,0,3,0,0,0,0,0
79879735,79863681,1,1,0,0,0,0,3,0,3,0,0,0,0,0
80887712,80871682,1,1,0,0,0,0,3,0,3,0,0,0,0,0
