timestamp,saturation_status
997000,1533
1997000,1533
3001000,1533
4000000,1533
4997000,1533
6001000,1533
7001000,1533
8001000,1533
9001000,1533
9997000,1533
10996000,1533
12001000,1529
13005000,1533
14001000,1533
15001000,1533
16000000,1529
17001000,1529
18004000,1533
19001000,1533
20001000,1533
20997000,1533
22001000,1533
23001000,1533
24005000,1533
24997000,1
25998000,1
27002000,1
28002000,1
28997000,1
30002000,1
31002000,1
31998000,1
32998000,1
34002000,1
35005000,1
36000000,1
37000000,1
38000000,1
39004000,1
39996000,1
41004000,1
42001000,1
43001000,1
44005000,1
44997000,1
46001000,1
47001000,1
48001000,1
49001000,1
50001000,1
51001000,1
52000000,1533
