timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,mode_switch,man_switch,acro_switch,stab_switch,posctl_switch
28495737,28480201,1,1,0,0,0,3,3,0,3,0,0,0,0,0
29503744,29487713,1,1,0,0,0,3,3,0,3,0,0,0,0,0
30511740,30495712,1,1,0,0,0,3,3,0,3,0,0,0,0,0
31519736,31503712,1,1,0,0,0,3,3,0,3,0,0,0,0,0
32527737,32511712,1,1,0,0,0,3,3,0,3,0,0,0,0,0
33535806,33519711,1,1,0,0,0,3,3,0,3,0,0,0,0,0
34543737,34527713,1,1,0,0,0,3,3,0,3,0,0,0,0,0
35551735,35535733,1,1,0,0,0,3,3,0,3,0,0,0,0,0
36559735,36543711,1,1,0,0,0,3,3,0,3,0,0,0,0,0
37567737,37551713,1,1,0,0,0,3,3,0,3,0,0,0,0,0
38575738,38559711,1,1,0,0,0,3,3,0,3,0,0,0,0,0
39583736,39567711,1,1,0,0,0,3,3,0,3,0,0,0,0,0
40591766,40575711,1,1,0,0,0,3,3,0,3,0,0,0,0,0
41599736,41583711,1,1,0,0,0,3,3,0,3,0,0,0,0,0
42603739,42587711,1,1,0,0,0,3,3,0,3,0,0,0,0,0
43607736,43595714,1,1,0,0,0,3,3,0,3,0,0,0,0,0
44611743,44599711,1,1,0,0,0,3,3,0,3,0,0,0,0,0
45615736,45603761,1,1,0,0,0,3,3,0,3,0,0,0,0,0
46623737,46611711,1,1,0,0,0,3,3,0,3,0,0,0,0,0
47631740,47619712,1,1,0,0,0,3,3,0,3,0,0,0,0,0
48639825,48627724,1,1,0,0,0,3,3,0,3,0,0,0,0,0
49647739,49635713,1,1,0,0,0,3,3,0,3,0,0,0,0,0
50655736,50643716,1,1,0,0,0,3,3,0,3,0,0,0,0,0
51663742,51651711,1,1,0,0,0,3,3,0,3,0,0,0,0,0
52671737,52659711,1,1,0,0,0,3,3,0,3,0,0,0,0,0
53679737,53667711,1,1,0,0,0,3,3,0,3,0,0,0,0,0
54687736,54675713,1,1,0,0,0,3,3,0,3,0,0,0,0,0
55695744,55683711,1,1,0,0,0,3,3,0,3,0,0,0,0,0
56703737,56691711,1,1,0,0,0,3,3,0,3,0,0,0,0,0
57711740,57699711,1,1,0,0,0,3,3,0,3,0,0,0,0,0
58719736,58707711,1,1,0,0,0,3,3,0,3,0,0,0,0,0
59727736,59715729,1,1,0,0,0,3,3,0,3,0,0,0,0,0
60735738,60723711,1,1,0,0,0,3,3,0,3,0,0,0,0,0
61743738,61731713,1,1,0,0,0,3,3,0,3,0,0,0,0,0
62751807,62739711,1,1,0,0,0,3,3,0,3,0,0,0,0,0
63759739,63747713,1,1,0,0,0,3,3,0,3,0,0,0,0,0
