timestamp,timestamp_sample,vel_body[0],vel_body[1],vel_ne[0],vel_ne[1],flow_uncompensated_integral[0],flow_uncompensated_integral[1],flow_compensated_integral[0],flow_compensated_integral[1],gyro_rate_integral[0],gyro_rate_integral[1],gyro_rate_integral[2]
88415477,88411157,0.0,0.0,0.0,0.0,-0.0,-0.00213,-1.8202591e-06,-0.0021204373,1.8202591e-06,-9.562528e-06,-3.0779756e-05
88435135,88431161,0.0,0.0,0.0,0.0,-0.0063899998,-0.0,0.0,0.0,-8.521797e-06,-1.9676776e-05,2.6858352e-05
88613350,88610973,0.0,0.0,0.0,0.0,-0.0,-0.00213,-3.5916728e-05,-0.0021445504,3.5916728e-05,1.45504655e-05,2.2989705e-05
88819095,88810939,0.0,0.0,0.0,0.0,-0.00213,0.00213,-0.0021209593,0.0020991117,-9.040645e-06,3.088831e-05,0.00015255349
89013950,89010635,0.0,0.0,0.0,0.0,-0.00426,-0.0,-0.0041091302,4.0245013e-05,-0.0001508694,-4.0245013e-05,7.38358e-06
89213132,89210469,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0001384748,6.144405e-05,0.0001384748,-6.144405e-05,0.00013091581
89414289,89410427,0.0,0.0,0.0,0.0,-0.01065,0.01065,-0.010567596,0.01062654,-8.240389e-05,2.3459688e-05,-5.6817516e-05
89612008,89610256,0.0,0.0,0.0,0.0,-0.00426,-0.00213,-0.0041094604,-0.0022079085,-0.00015053946,7.7908655e-05,1.8246541e-05
89817435,89814844,0.0,0.0,0.0,0.0,-0.00426,-0.0,-0.004390162,-1.567544e-05,0.00013016196,1.567544e-05,-3.0250903e-05
90012684,90009766,0.0,0.0,0.0,0.0,-0.00213,0.00426,-0.0022877713,0.0041518454,0.00015777138,0.000108154505,-2.1523862e-05
90210308,90209593,0.0,0.0,0.0,0.0,0.0063899998,-0.00213,0.0063819033,-0.0020561952,8.096375e-06,-7.3804826e-05,-9.3535054e-05
90414404,90409419,0.0,0.0,0.0,0.0,-0.00426,-0.00213,-0.0042205695,-0.0022191948,-3.9430317e-05,8.919489e-05,-2.1997424e-05
90610862,90609258,0.0,0.0,0.0,0.0,0.00426,0.00213,0.004184826,0.0020776512,7.517394e-05,5.2348696e-05,5.849901e-05
90810281,90809085,0.0,0.0,0.0,0.0,-0.0,-0.0,0.00015200624,4.2720667e-06,-0.00015200624,-4.2720667e-06,9.556471e-05
91012520,91009040,0.0,0.0,0.0,0.0,-0.0,-0.0,4.343871e-05,-1.1832952e-05,-4.343871e-05,1.1832952e-05,8.670542e-05
91208971,91208785,0.0,0.0,0.0,0.0,-0.0,0.00213,-0.00014986558,0.0021290819,0.00014986558,9.1796664e-07,5.1999803e-05
91412883,91408578,0.0,0.0,0.0,0.0,0.00213,-0.00852,0.0,0.0,-5.8986716e-05,3.015286e-05,-1.4377384e-05
91617000,91608405,0.0,0.0,0.0,0.0,-0.0063899998,-0.0,-0.0060921633,-0.00013972068,-0.00029783644,0.00013972068,0.00012079789
91808801,91808364,0.0,0.0,0.0,0.0,-0.01065,-0.00213,-0.010472999,-0.0022029676,-0.00017700059,7.296776e-05,0.00013361317
92017196,92013109,0.0,0.0,0.0,0.0,-0.0,-0.00426,0.0,0.0,-8.332258e-05,-6.4782944e-06,2.023239e-05
92216781,92207974,0.0,0.0,0.0,0.0,-0.0063899998,-0.0,-0.006343387,2.1815595e-05,-4.6612604e-05,-2.1815595e-05,0.00010133124
92411544,92407726,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.00014488047,6.0125512e-05,1.4789039e-05
