timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,mode_switch,man_switch,acro_switch,stab_switch,posctl_switch
87923722,87907697,1,1,0,0,0,0,3,0,3,0,0,0,0,0
88931725,88915700,1,1,0,0,0,0,3,0,3,0,0,0,0,0
89939724,89923697,1,1,0,0,0,0,3,0,3,0,0,0,0,0
90947721,90931698,1,1,0,0,0,0,3,0,3,0,0,0,0,0
91955722,91939697,1,1,0,0,0,0,3,0,3,0,0,0,0,0
92963725,92947702,1,1,0,0,0,0,3,0,3,0,0,0,0,0
93971721,93955698,1,1,0,0,0,0,3,0,3,0,0,0,0,0
94979729,94963751,1,1,0,0,0,0,3,0,3,0,0,0,0,0
95987722,95971697,1,1,0,0,0,0,3,0,3,0,0,0,0,0
96995725,96979697,1,1,0,0,0,0,3,0,3,0,0,0,0,0
98003724,97987698,1,1,0,0,0,0,3,0,3,0,0,0,0,0
99011723,98995697,1,1,0,0,0,0,3,0,3,0,0,0,0,0
100019721,100003699,1,1,0,0,0,0,3,0,3,0,0,0,0,0
101027722,101011698,1,1,0,0,0,0,3,0,3,0,0,0,0,0
102031727,102015697,1,1,0,0,0,0,3,0,3,0,0,0,0,0
103039745,103023699,1,1,0,0,0,0,3,0,3,0,0,0,0,0
104047721,104031741,1,1,0,0,0,0,3,0,3,0,0,0,0,0
105055725,105039697,1,1,0,0,0,0,3,0,3,0,0,0,0,0
106063721,106047697,1,1,0,0,0,0,3,0,3,0,0,0,0,0
107071722,107055698,1,1,0,0,0,0,3,0,3,0,0,0,0,0
108079722,108063697,1,1,0,0,0,0,3,0,3,0,0,0,0,0
109087749,109071715,1,1,0,0,0,0,3,0,3,0,0,0,0,0
110091724,110075761,1,1,0,0,0,0,3,0,3,0,0,0,0,0
111095721,111079723,1,1,0,0,0,0,3,0,3,0,0,0,0,0
112103727,112088220,1,1,0,0,0,0,3,0,3,0,0,0,0,0
113111890,113095697,1,1,0,0,0,0,3,0,3,0,0,0,0,0
114119721,114103698,1,1,0,0,0,0,3,0,3,0,0,0,0,0
115127731,115111750,1,1,0,0,0,0,3,0,3,0,0,0,0,0
116136284,116119697,1,1,0,0,0,0,3,0,3,0,0,0,0,0
117143723,117127700,1,1,0,0,0,0,3,0,3,0,0,0,0,0
118151724,118135760,1,1,0,0,0,0,3,0,3,0,0,0,0,0
