timestamp,timestamp_sample,device_id,sensor_sample_rate_hz,resolution_hz,peak_frequencies_x[0],peak_frequencies_x[1],peak_frequencies_x[2],peak_frequencies_x[3],peak_frequencies_y[0],peak_frequencies_y[1],peak_frequencies_y[2],peak_frequencies_y[3],peak_frequencies_z[0],peak_frequencies_z[1],peak_frequencies_z[2],peak_frequencies_z[3],peak_magnitude_x[0],peak_magnitude_x[1],peak_magnitude_x[2],peak_magnitude_x[3],peak_magnitude_y[0],peak_magnitude_y[1],peak_magnitude_y[2],peak_magnitude_y[3],peak_magnitude_z[0],peak_magnitude_z[1],peak_magnitude_z[2],peak_magnitude_z[3],total_energy[0],total_energy[1],total_energy[2]
87998914,87996903,6684682,2000.8893,1.9539934,nan,nan,nan,nan,nan,nan,nan,nan,47.061993,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.0,nan,nan,nan,493.0,478.0,501.0
88901375,88898047,6684682,2000.8893,1.9539934,nan,nan,nan,nan,nan,nan,nan,nan,48.852905,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,485.0,513.0,595.0
89153305,89151507,6684682,2000.8893,1.9539934,84.02172,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,492.0,508.0,593.0
89284102,89281915,6684682,2000.8893,1.9539934,nan,nan,nan,nan,nan,nan,nan,nan,88.01596,46.625385,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26.0,17.0,nan,nan,508.0,473.0,562.0
89409870,89406419,6684682,2000.8893,1.9539934,88.00157,nan,nan,nan,nan,nan,nan,nan,88.01596,46.625385,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,26.0,17.0,nan,nan,491.0,473.0,562.0
89666595,89662786,6684682,2000.8893,1.9539934,85.933685,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,491.0,504.0,536.0
89796635,89793240,6684682,2000.8893,1.9539934,nan,nan,nan,nan,nan,nan,nan,nan,88.12923,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.0,nan,nan,nan,502.0,462.0,502.0
89922991,89919198,6684682,2000.8893,1.9539934,84.01461,nan,nan,nan,nan,nan,nan,nan,88.12923,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,13.0,nan,nan,nan,476.0,462.0,502.0
89923530,89922198,6684682,2000.8893,1.9539934,84.01461,nan,nan,nan,nan,nan,nan,nan,89.65838,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,476.0,499.0,560.0
90053492,90049653,6684682,2000.8893,1.9539934,nan,nan,nan,nan,nan,nan,nan,nan,88.007805,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26.0,nan,nan,nan,487.0,485.0,573.0
90174509,90174110,6684682,2000.8893,1.9539934,85.97571,nan,nan,nan,nan,nan,nan,nan,88.007805,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,26.0,nan,nan,nan,477.0,485.0,573.0
90304977,90303066,6684682,2000.8893,1.9539934,85.90384,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,497.0,507.0,593.0
90309389,90306113,6684682,2000.8893,1.9539934,85.90384,nan,nan,nan,nan,nan,nan,nan,42.987854,nan,nan,nan,17.0,nan,nan,nan,nan,nan,nan,nan,16.0,nan,nan,nan,497.0,477.0,519.0
