timestamp,rtl_time_s,rtl_limit_fraction
11057000,0.0,0.0
12065000,0.02066699,2.2963324e-05
13073000,0.025656348,2.8507055e-05
14081000,0.021398062,2.3775625e-05
15089000,0.012376288,1.3751432e-05
16089000,0.034699287,3.8554765e-05
17093000,0.030346863,3.371874e-05
18101000,0.04388334,4.875927e-05
19109000,0.029532108,3.2813456e-05
20117000,0.037029393,4.1143772e-05
21125000,0.050674308,5.630479e-05
22140000,0.050524224,5.613803e-05
23161000,0.0028750608,3.1945121e-06
24169000,0.018722704,2.0803005e-05
25184000,0.008373351,9.303723e-06
26188000,0.016980246,1.886694e-05
27240000,0.028441072,3.160119e-05
28244000,0.025397899,2.8219889e-05
29264000,0.012981738,1.4424154e-05
30284000,0.14168659,0.00015742956
31297000,0.5282457,0.0005869397
32309000,0.836731,0.0009297012
33329000,1.0307115,0.001145235
34388000,1.2014825,0.0013349806
35437000,1.1893091,0.0013214546
36453000,1.2162508,0.0013513898
37465000,1.266043,0.0014067144
38493000,1.2858782,0.0014287536
39501000,1.3112648,0.0014569609
40525000,1.3168067,0.0014631186
41537000,1.3206627,0.0014674031
42545000,1.3097477,0.0014552753
43547000,0.9500991,0.0010556657
44554000,0.3845483,0.00042727593
45566000,0.1133653,0.00012596145
46582000,0.10575149,0.000117501666
47618000,0.12510552,0.00013900614
