timestamp,speed_xy,speed_up,speed_down,want_takeoff
11549000,5.0,3.0,1.0,0
11561000,5.0,3.0,1.0,0
12541000,5.0,3.0,1.0,0
13545000,5.0,3.0,1.0,0
14541000,5.0,3.0,1.0,0
15521000,5.0,3.0,1.0,0
16541000,5.0,3.0,1.0,0
17545000,5.0,3.0,1.0,0
18525000,5.0,3.0,1.0,0
19545000,5.0,3.0,1.0,0
20521000,5.0,3.0,1.0,0
21544000,5.0,3.0,1.0,0
22524000,5.0,3.0,1.0,0
22908000,5.0,3.0,1.0,0
42793000,5.0,3.0,1.0,0
42817000,5.0,3.0,1.0,0
43794000,5.0,3.0,1.0,0
44794000,5.0,3.0,1.0,0
45794000,5.0,3.0,1.0,0
46794000,5.0,3.0,1.0,0
47790000,5.0,3.0,1.0,0
