timestamp,saturation_status
1000000,1533
2001000,1533
2997000,1533
4001000,1533
5001000,1533
5997000,1533
7001000,1533
8005000,1533
9001000,1533
10005000,1533
11001000,1533
12005000,1533
12997000,1533
14001000,1533
15005000,1533
16005000,1533
16997000,1533
18001000,1533
19001000,1533
20005000,1533
21001000,1533
22000000,1533
22996000,1533
24004000,1353
25000000,1
26000000,1
27000000,1
28000000,1
29000000,1
29996000,1
30997000,1
32000000,1
32997000,1
34000000,1
34997000,1
36001000,1
36996000,1
37997000,1
39001000,1
40004000,1
41001000,1
42001000,1
42998000,1
44003000,1
45003000,1
45998000,1
46998000,1533
