timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
31577542,inf,0,1,1,1,0,0,1,0,0,1
32582105,inf,0,1,1,1,0,0,1,0,0,1
33589486,inf,0,1,1,1,0,0,1,0,0,1
34591215,inf,0,1,1,1,0,0,1,0,0,1
35598588,inf,0,1,1,1,0,0,1,0,0,1
35691646,inf,0,1,1,1,1,0,1,0,0,1
36589733,inf,0,1,0,0,1,0,1,0,0,1
36600109,inf,0,0,0,0,1,0,1,0,0,1
37606096,inf,0,0,0,0,1,0,0,1,0,1
38612133,inf,0,0,0,0,1,0,0,0,0,1
39624165,inf,0,0,0,0,1,0,0,0,0,1
40624181,inf,0,0,0,0,1,0,0,0,0,1
41628670,inf,0,0,0,0,1,0,0,0,0,1
42634667,inf,0,0,0,0,1,0,0,0,0,1
43640677,inf,0,0,0,0,1,0,0,0,0,1
44643643,inf,0,0,0,0,1,0,0,0,0,1
45651185,inf,0,0,0,0,1,0,0,0,0,1
46660284,inf,0,0,0,0,1,0,0,0,0,1
47664618,inf,0,0,0,0,1,0,0,0,0,1
48672255,inf,0,0,0,0,1,0,0,0,0,1
49682621,inf,0,0,0,0,1,0,0,0,0,1
50682636,inf,0,0,0,0,1,0,0,0,0,1
51687046,inf,0,0,0,0,1,0,0,0,0,1
52694566,inf,0,0,0,0,1,0,0,0,0,1
53701892,inf,0,0,0,0,1,0,0,0,0,1
54710845,inf,0,0,0,0,1,0,0,0,0,1
55719936,inf,0,0,0,0,1,0,0,0,0,1
56728879,inf,0,0,0,0,1,0,0,0,0,1
57730377,inf,0,0,0,0,1,0,0,0,0,1
58736174,inf,0,0,0,0,1,0,0,0,0,1
59743566,inf,0,0,0,0,1,0,0,0,0,1
60749628,inf,0,0,0,0,1,0,0,0,0,1
61758448,inf,0,0,0,0,1,1,0,1,0,1
62758527,inf,0,0,0,0,1,1,1,0,0,1
62817077,inf,0,1,0,0,1,1,1,0,0,1
63174250,inf,0,1,1,0,1,1,1,0,0,1
63510606,inf,0,1,1,1,1,1,1,0,0,1
64524054,inf,0,1,1,1,1,1,1,0,0,1
65525653,inf,0,1,1,1,1,1,1,0,0,1
