timestamp,voltage5v_v,sensors3v3[0],sensors3v3[1],sensors3v3[2],sensors3v3[3],sensors3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc,comp_5v_valid,can1_gps1_5v_valid
31738889,5.193915,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
31748885,5.179211,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
32238887,5.1963315,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
32738884,5.17901,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
33238884,5.191095,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
33738885,5.185556,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
34238886,5.1934114,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
34738885,5.209021,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
35238883,5.201065,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
35738888,5.189987,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
36238887,5.201367,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
36738882,5.1928067,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
37238885,5.2008634,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
37738890,5.1880736,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
38238886,5.1840453,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
38738888,5.209021,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
39238889,5.204187,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
39738885,5.183844,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
40238885,5.212143,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
40738889,5.210028,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
41238890,5.196835,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
41738887,5.182434,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
42238913,5.1956267,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0
