timestamp,load,ram_usage
1515000,0.0,0.7398587
2013000,0.0,0.73978
2509000,0.0,0.74004304
3012000,0.0,0.73983234
3515000,0.0,0.7395297
4009000,0.0,0.739703
4512000,0.0,0.7395763
5011000,0.0,0.7395967
5511000,0.0,0.73949325
6009000,0.0,0.73950446
6510000,0.0,0.7394602
7012000,0.0,0.7394585
7511000,0.0,0.73935413
8016000,0.0,0.73943925
8512000,0.0,0.7394508
9016000,0.0,0.7394566
9511000,0.0,0.7394389
10011000,0.0,0.7394605
10509000,0.0,0.7392608
11009000,0.0,0.73925525
11511000,0.0,0.7392522
12015000,0.0,0.739264
12512000,0.0,0.73922455
13009000,0.0,0.7395254
13509000,0.0,0.7396217
14015000,0.039215688,0.73967296
14516000,0.0,0.7397448
15009000,0.0,0.7397298
15511000,0.0,0.73969954
16009000,0.0,0.7397372
16512000,0.0,0.7399989
17012000,0.0,0.7400819
17511000,0.0,0.7402147
18009000,0.0,0.7402173
18512000,0.0,0.7401655
19011000,0.0,0.7402378
19511000,0.0,0.74010557
20011000,0.0,0.7402847
20511000,0.0,0.74028915
21009000,0.0,0.74031705
21515000,0.0,0.74029875
22015000,0.0,0.74029285
22509000,0.0,0.7399652
23012000,0.0,0.73987633
23512000,0.0,0.739771
24012000,0.0,0.739698
24509000,0.0,0.73975825
25012000,0.0,0.7396993
25511000,0.0,0.7396234
26012000,0.0,0.7396126
26512000,0.0,0.7396087
27009000,0.0,0.73819464
27512000,0.0,0.73806834
28016000,0.0,0.73806787
28511000,0.0,0.7379198
29011000,0.0,0.73776263
29511000,0.0,0.73773855
30016000,0.0,0.73748577
30511000,0.0,0.7377228
31012000,0.0,0.73791355
31513000,0.0,0.73782766
32012000,0.0,0.7380068
32512000,0.0,0.7378801
33012000,0.0,0.73780787
33513000,0.0,0.73780113
34012000,0.0,0.7377734
34515000,0.0,0.73774445
35009000,0.0,0.7377357
35512000,0.0,0.73772424
36009000,0.0,0.7375281
36509000,0.02,0.7375211
37012000,0.0,0.73749995
37511000,0.0,0.73743004
38015000,0.0,0.73743606
38512000,0.0,0.73743737
39013000,0.04,0.7374274
39512000,0.0,0.7374156
40011000,0.0,0.7374113
40511000,0.0,0.7374167
41012000,0.0,0.7374161
41512000,0.0,0.7374089
42011000,0.0,0.73741996
42509000,0.0,0.73740107
43011000,0.0,0.7374083
43512000,0.02,0.73740023
44012000,0.0,0.73739845
44512000,0.0,0.73713285
45012000,0.0,0.7375111
45512000,0.0,0.73745245
46016000,0.0,0.7366776
46512000,0.02,0.73692644
47009000,0.0,0.7369658
47512000,0.0,0.73693174
48012000,0.0,0.73684734
48512000,0.0,0.7357787
49015000,0.0,0.733216
49512000,0.0,0.7322505
50011000,0.0,0.7321846
50511000,0.0,0.7318827
