timestamp,main_state_changes,main_state
52000,0,0
560000,0,0
1064000,0,0
1516000,0,0
2024000,0,0
2531000,0,0
3040000,0,0
3540000,0,0
4040000,0,0
4261000,0,0
4767000,0,0
5272000,0,0
5780000,0,0
6284000,0,0
6788000,0,0
7292000,0,0
7800000,0,0
8311000,0,0
8818000,0,0
9328000,0,0
9836000,0,0
10352000,0,0
10852000,0,0
11016000,1,4
11516000,1,4
12019000,1,4
12520000,1,4
13020000,1,4
13524000,1,4
14028000,1,4
14536000,1,4
15044000,1,4
15547000,1,4
16052000,1,4
16560000,1,4
16907000,1,4
17408000,1,4
17432000,1,4
17652000,1,4
17764000,2,7
17872000,2,7
18380000,2,7
18883000,2,7
19392000,2,7
19404000,2,7
19908000,2,7
20416000,2,7
20924000,2,7
21424000,2,7
21925000,2,7
22432000,2,7
22940000,2,7
23444000,2,7
23948000,2,7
24428000,2,7
24440000,2,7
24464000,2,7
24964000,2,7
25476000,2,7
25976000,2,7
26476000,2,7
26988000,2,7
27500000,2,7
28000000,2,7
28500000,2,7
29000000,2,7
29456000,2,7
29480000,2,7
29988000,2,7
30492000,2,7
30999000,2,7
31504000,2,7
32015000,2,7
32516000,2,7
33016000,2,7
33516000,2,7
34020000,2,7
34520000,2,7
35027000,2,7
35528000,2,7
36036000,2,7
36536000,2,7
37039000,2,7
37544000,2,7
38052000,2,7
38559000,2,7
39064000,2,7
39481000,2,7
39984000,2,7
40492000,2,7
40996000,2,7
41496000,2,7
41996000,2,7
42020000,2,7
42524000,2,7
