timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl
755000,755000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1002000,1002000,0.0,0.0,0.0,-1.8966562e-17,-5.3497886e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009292603,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1504000,1504000,0.0,0.0,0.0,1.0780594e-15,-1.1226834e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038555145,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000000,2000000,0.0,0.0,0.0,2.0479175e-14,-1.7354966e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076862335,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2499000,2499000,0.0,0.0,0.0,2.2528525e-14,-1.9245699e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03678894,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2995000,2995000,0.0,0.0,0.0,6.868443e-14,-5.726136e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0368042,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3506000,3506000,0.0,0.0,0.0,4.323515e-14,-3.639245e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065086365,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3999000,3999000,0.0,0.0,0.0,-1.7715312e-13,1.4477683e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012073517,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4500000,4484000,0.0,0.0,0.0,-6.344532e-13,5.2073753e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002937317,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5003000,4988000,0.0,0.0,0.0,-7.1527143e-13,5.8717775e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038513184,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5503000,5485000,0.0,0.0,0.0,5.68524e-11,-9.594654e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07904816,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6004000,5987000,0.0,0.0,0.0,4.4154433e-10,-3.9229595e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005382538,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6504000,6504000,0.0,0.0,0.0,2.5113969e-09,-0.00013016639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016708374,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7004000,7004000,0.0,0.0,0.0,4.7007993e-09,-0.00019946879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014793396,0.0,0.0,nan,0.0,0.0,9.451993e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7496000,7496000,0.0,0.0,0.0,-1.2255696e-05,-0.0003162135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012634277,0.0,0.0,nan,0.0,0.0,4.34909e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8004000,8004000,0.0,0.0,0.0,-2.6760214e-05,-0.00045478067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005332947,0.0,0.0,nan,0.0,0.0,5.4021366e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
