timestamp,load,ram_usage
61327800,0.263174,0.27662584
61827804,0.45388198,0.34017923
62327803,0.435014,0.3388309
62827803,0.4177308,0.3388309
63327965,0.40821254,0.3388309
63827802,0.40638524,0.3388309
64327802,0.40683,0.3388309
64827802,0.40314764,0.3388309
65328012,0.4000016,0.3388309
65827804,0.40504444,0.3388309
66327801,0.40689802,0.3388309
66827815,0.40466,0.3388309
67327802,0.403844,0.3388309
67827997,0.40249944,0.3388309
68327803,0.40265787,0.3388309
68827849,0.40033555,0.3388309
69327803,0.4101122,0.3388309
69827803,0.4037556,0.3388309
70327804,0.4067468,0.3388309
70827821,0.4063834,0.3388309
71327803,0.41284686,0.3388309
71827802,0.40789562,0.3388309
72327802,0.40649801,0.3388309
72827805,0.40350437,0.3388309
73327963,0.4066459,0.3388309
73827803,0.40483958,0.3388309
74327844,0.40174878,0.3388309
74827804,0.398014,0.3388309
75327801,0.40445,0.3388309
75827800,0.40569764,0.3388309
76327801,0.4059484,0.3388309
76827803,0.4066084,0.3388309
77327802,0.40279043,0.3388309
77827806,0.4041052,0.3388309
78327802,0.39941877,0.3388309
78827802,0.40806317,0.3388309
79327803,0.40550482,0.3388309
79827850,0.39144886,0.3388309
80327801,0.4009893,0.3388309
80827953,0.40705216,0.3388309
81327802,0.4079227,0.3388309
81827806,0.40369636,0.3388309
82327803,0.4069656,0.3388309
82827801,0.40578717,0.3388309
83327805,0.40727317,0.3388309
83827802,0.4065696,0.3388309
84327805,0.40389156,0.3388309
84827801,0.4050616,0.3388309
85327802,0.403188,0.3388309
85827802,0.40552878,0.3388309
86327801,0.40939718,0.33605197
86827802,0.41121,0.33605197
87327802,0.4093628,0.33605197
87827842,0.40131474,0.33605197
88327849,0.4097467,0.33605197
88827801,0.40639573,0.33605197
89327801,0.404984,0.33605197
89827804,0.4053288,0.33605197
90327801,0.39813203,0.33605197
90827803,0.46244013,0.33605197
91327802,0.44187886,0.33605197
