timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
5002000,0.0,0.0,0.0,1
5109000,0.0,0.0,0.0,1
5928000,0.0,0.0,0.0,1
6952000,0.0,0.0,0.0,1
7961000,0.0,0.0,0.0,1
8964000,0.0,0.0,0.0,1
9997000,0.0,0.0,0.0,1
10912000,0.0,0.0,0.0,1
11905000,0.0,0.0,0.0,1
12926000,0.0,0.0,0.0,1
13942000,0.0,0.0,0.0,1
14949000,0.0,0.0,0.0,1
15969000,0.0,0.0,0.0,1
16976000,0.0,0.0,0.0,1
17985000,0.0,0.0,0.0,1
18993000,0.0,0.0,0.0,1
40486000,0.0,0.0,0.0,1
40592000,0.0,0.0,0.0,1
41401000,0.0,0.0,0.0,1
42400000,0.0,0.0,0.0,1
