timestamp,rtl_time_s,rtl_limit_fraction
11044000,0.0,0.0
12053000,0.049785748,5.5317498e-05
13057000,0.09825463,0.000109171815
14069000,0.015015045,1.6683385e-05
15088000,0.038851686,4.3168544e-05
16112000,0.11354744,0.00012616382
17121000,0.10656975,0.00011841084
18124000,0.033517446,3.724161e-05
19144000,0.0060510235,6.72336e-06
20180000,0.036986858,4.109651e-05
21215000,0.009576831,1.0640924e-05
22216000,0.0016006426,1.7784918e-06
23221000,0.043624334,4.8471487e-05
24232000,0.5323229,0.0005914699
25248000,0.72046626,0.00080051814
26261000,0.81545615,0.0009060624
27271000,0.7897879,0.0008775422
28328000,0.8053336,0.00089481514
29376000,0.7974375,0.0008860417
30380000,0.8302461,0.0009224957
31407000,0.11695581,0.0001299509
32420000,0.28300017,0.00031444465
33432000,0.1296594,0.00014406601
34448000,0.17044404,0.00018938228
35459000,0.10379175,0.000115324176
36459000,0.17718592,0.00019687325
37476000,0.13731512,0.00015257236
38488000,0.099952474,0.00011105831
39496000,0.13359948,0.00014844387
40512000,0.13595623,0.00015106247
41521000,0.14622793,0.00016247548
42539000,0.09336564,0.0001037396
43556000,0.056385152,6.265017e-05
44569000,0.074196026,8.244003e-05
45577000,0.07633234,8.481371e-05
46605000,0.080885395,8.9872665e-05
