timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
2000000,134.77832,89.1391,0,98,7729,1024000,0,3,255
3004000,180.13086,71.59415,0,182,8030,1024000,0,3,255
4004000,233.03125,66.277374,0,261,231,1024000,0,3,255
5005000,270.2998,59.84056,0,341,8284,1024000,0,3,255
6007000,325.0293,58.89279,0,420,425,1024000,0,3,255
7007000,372.4746,57.136772,0,516,387,1024000,0,3,255
8007000,422.30762,56.165398,0,585,181,1024000,0,3,255
9008000,473.4453,55.5687,0,670,478,1024000,0,3,255
10011000,525.0381,55.133686,0,748,478,1024000,0,3,255
11011000,579.26465,55.04748,0,827,686,1024000,0,3,255
12011000,637.26465,55.30371,0,904,478,1024000,0,3,255
13012000,697.06055,55.65798,0,987,170,1024000,0,3,255
14015000,756.44336,55.920998,0,1072,195,1024000,0,3,255
15015000,814.5703,56.07285,0,1157,430,1024000,0,3,255
16016000,871.29785,56.1114,0,1230,1477,1024000,0,3,255
17020000,929.49414,56.223938,0,1320,1254,1024000,0,3,255
18020000,987.9033,56.34858,0,1403,1624,1024000,0,3,255
19021000,1047.7412,56.533813,0,1502,635,1024000,0,3,255
20024000,1103.5879,56.48996,0,1600,840,1024000,0,3,255
21027000,1157.8984,56.375603,0,1681,1010,1024000,0,3,255
22027000,1211.0645,56.226585,0,1763,1112,1024000,0,3,255
23028000,1272.0352,56.43457,0,1857,1058,1024000,0,3,255
24028000,1332.2002,56.59304,0,1950,1665,1024000,0,3,255
25032000,1393.3779,56.770615,0,2037,1952,1024000,0,3,255
26036000,1455.0742,56.954525,0,2125,1745,1024000,0,3,255
27036000,1516.0332,57.105362,0,2202,1099,1024000,0,3,255
28036000,1573.3232,57.11207,0,2294,1288,1024000,0,3,255
29036000,1629.8174,57.09042,0,2390,1554,1024000,0,3,255
30036000,1688.585,57.147182,0,2471,1373,1024000,0,3,255
31036000,1747.831,57.215893,0,2558,1450,1024000,0,3,255
32036000,1805.8154,57.24025,0,2652,1330,1024000,0,3,255
33036000,1860.3936,57.158463,0,2737,1061,1024000,0,3,255
34039000,1914.5312,57.063313,0,2813,1879,1024000,0,3,255
35044000,1968.0684,56.953014,0,2906,2155,1024000,0,3,255
36044000,2022.8701,56.892513,0,2985,2155,1024000,0,3,255
37044000,2077.2373,56.82343,0,3057,2200,1024000,0,3,255
38047000,2131.8633,56.760384,0,3159,2044,1024000,0,3,255
39051000,2185.5752,56.675446,0,3247,2596,1024000,0,3,255
40052000,2239.837,56.613007,0,3343,2542,1024000,0,3,255
41056000,2294.5156,56.559746,0,3426,2824,1024000,0,3,255
42056000,2349.5166,56.522243,0,3513,2521,1024000,0,3,255
43056000,2406.2422,56.527023,0,3612,2610,1024000,0,3,255
44059000,2464.5928,56.564983,0,3710,2443,1024000,0,3,255
45059000,2521.0703,56.56302,0,3800,2487,1024000,0,3,255
46060000,2578.4531,56.57977,0,3905,2722,1024000,0,3,255
