timestamp,rtl_time_s,rtl_limit_fraction
11049000,0.0,0.0
12057000,0.06375976,7.084418e-05
13063000,0.10268805,0.00011409784
14068000,0.14537686,0.00016152985
15077000,0.10191024,0.000113233604
16080000,0.07145449,7.9393874e-05
17100000,0.1564044,0.00017378268
18124000,0.10660276,0.00011844751
19163000,0.022820877,2.5356532e-05
20171000,0.38229093,0.00042476773
21185000,0.63785285,0.0007087254
22200000,0.8509113,0.0009454571
23229000,0.8667212,0.00096302363
24240000,0.7890181,0.0008766868
25261000,0.7685014,0.0008538905
26280000,0.8407746,0.000934194
27298000,0.82948244,0.0009216472
28303000,0.8626531,0.00095850346
29327000,0.85120964,0.0009457886
30376000,0.81909734,0.0009101082
31387000,0.7885384,0.0008761538
32443000,0.7944478,0.0008827198
33457000,0.76506466,0.0008500719
34461000,0.87157017,0.0009684114
35461000,0.8387802,0.0009319781
36477000,0.83040786,0.0009226754
37523000,0.5178356,0.00057537295
38552000,0.15447584,0.00017163983
39564000,0.16394332,0.00018215926
40584000,0.07528141,8.364602e-05
41600000,0.07511493,8.346104e-05
42604000,0.04299058,4.7767313e-05
