timestamp,main_state_changes,main_state
52000,0,0
557000,0,0
1064000,0,0
1512000,0,0
2020000,0,0
2529000,0,0
3032000,0,0
3544000,0,0
4051000,0,0
4273000,0,0
4777000,0,0
5283000,0,0
5785000,0,0
6289000,0,0
6796000,0,0
7303000,0,0
7811000,0,0
8320000,0,0
8823000,0,0
9324000,0,0
9827000,0,0
10327000,0,0
10828000,0,0
11067000,1,4
11567000,1,4
12075000,1,4
12577000,1,4
13089000,1,4
13596000,1,4
14099000,1,4
14603000,1,4
15108000,1,4
15608000,1,4
15747000,1,4
16253000,1,4
16358000,1,4
16643000,1,4
16752000,2,7
16864000,2,7
17364000,2,7
17432000,2,7
17789000,2,7
17864000,2,7
18375000,2,7
18884000,2,7
19037000,2,7
19548000,2,7
20056000,2,7
20564000,2,7
21064000,2,7
21567000,2,7
22068000,2,7
22569000,2,7
23079000,2,7
23585000,2,7
24092000,2,7
24127000,2,7
24140000,2,7
24213000,2,7
24249000,2,7
24751000,2,7
25257000,2,7
25772000,2,7
26285000,2,7
26790000,2,7
27295000,2,7
27332000,2,7
27572000,2,7
28080000,2,7
28581000,2,7
29089000,2,7
29593000,2,7
30096000,2,7
30598000,2,7
31103000,2,7
31607000,2,7
32107000,2,7
32609000,2,7
33109000,2,7
33612000,2,7
34112000,2,7
34624000,2,7
35137000,2,7
35643000,2,7
36153000,2,7
36660000,2,7
37167000,2,7
37681000,2,7
37852000,2,7
37957000,3,11
38457000,3,11
38968000,3,11
39468000,3,11
39972000,3,11
40484000,3,11
40984000,3,11
41496000,3,11
42004000,3,11
42511000,3,11
43017000,3,11
43431000,3,11
43939000,3,11
44441000,3,11
44943000,3,11
45448000,3,11
45951000,3,11
46291000,3,11
46800000,3,11
46828000,3,11
