timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
5009000,0.0,0.0,0.0,1
5101000,0.0,0.0,0.0,1
6009000,0.0,0.0,0.0,1
6913000,0.0,0.0,0.0,1
7929000,0.0,0.0,0.0,1
8940000,0.0,0.0,0.0,1
9948000,0.0,0.0,0.0,1
10953000,0.0,0.0,0.0,1
11968000,0.0,0.0,0.0,1
12969000,0.0,0.0,0.0,1
13985000,0.0,0.0,0.0,1
14993000,0.0,0.0,0.0,1
16001000,0.0,0.0,0.0,1
17009000,0.0,0.0,0.0,1
17917000,0.0,0.0,0.0,1
18925000,0.0,0.0,0.0,1
19933000,0.0,0.0,0.0,1
20945000,0.0,0.0,0.0,1
21962000,0.0,0.0,0.0,1
22261000,0.0,0.0,0.0,1
43920000,0.0,0.0,0.0,1
44025000,0.0,0.0,0.0,1
44837000,0.0,0.0,0.0,1
45433000,0.0,0.0,0.0,1
46845000,0.0,0.0,0.0,1
47849000,0.0,0.0,0.0,1
48861000,0.0,0.0,0.0,1
