timestamp,speed_xy,speed_up,speed_down,want_takeoff
12245000,5.0,3.0,1.0,0
12261000,5.0,3.0,1.0,0
13245000,5.0,3.0,1.0,0
14237000,5.0,3.0,1.0,0
15241000,5.0,3.0,1.0,0
16237000,5.0,3.0,1.0,0
17237000,5.0,3.0,1.0,0
18241000,5.0,3.0,1.0,0
19241000,5.0,3.0,1.0,0
19261000,5.0,3.0,1.0,0
40881000,5.0,3.0,1.0,0
40905000,5.0,3.0,1.0,0
41885000,5.0,3.0,1.0,0
42885000,5.0,3.0,1.0,0
43881000,5.0,3.0,1.0,0
44885000,5.0,3.0,1.0,0
45869000,5.0,3.0,1.0,0
46881000,5.0,3.0,1.0,0
47865000,5.0,3.0,1.0,0
48881000,5.0,3.0,1.0,0
