timestamp,mag_inconsistency_angle
501000,0.0
1001000,0.0
1501000,0.0
2001000,0.0
2501000,0.0
3000000,0.0
3493000,0.0
4005000,0.0
4505000,0.0
5004000,0.0
5505000,0.0
6001000,0.0
6497000,0.0
6997000,0.0
7501000,0.0
8000000,0.0
8501000,0.0
9001000,0.0
9501000,0.0
10001000,0.0
10505000,0.0
11001000,0.0
11501000,0.0
12000000,0.0
12497000,0.0
12997000,0.0
13501000,0.0
14002000,0.0
14500000,0.0
15004000,0.0
15501000,0.0
16001000,0.0
16501000,0.0
17001000,0.0
17500000,0.0
17997000,0.0
18501000,0.0
19001000,0.0
19157000,0.0
48292000,0.0
48300000,0.0
48789000,2.9237268e-05
