timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
5528000,0.0,0.0,50.68863,0.0,0.0,0.0,0.0,1,0,0,0
11056000,28.142958122107636,112.98371096685972,50.729813,0.06917521,0.016360383,-0.041183766,0.04670761,1,1,1,0
22812000,28.14295797422312,112.98371097719267,50.771942,0.052731205,0.017373517,-0.083314255,0.05258513,1,1,1,0
30384000,28.142958015758012,112.98371086500039,50.767666,0.057349674,0.006373206,-0.07903602,0.051585693,1,1,1,0
36968000,28.142958015758012,112.98371086500039,50.767666,0.057349674,0.006373206,-0.07903602,0.051536664,1,1,1,0
37156000,28.142958015758012,112.98371086500039,50.767666,0.057349674,0.006373206,-0.07903602,0.051643766,1,1,1,0
39196000,28.142958015758012,112.98371086500039,50.767666,0.057349674,0.006373206,-0.07903602,0.051348627,1,1,1,0
39248000,28.142958015758012,112.98371086500039,50.767666,0.057349674,0.006373206,-0.07903602,0.05150508,1,1,1,0
40700000,28.142958015758012,112.98371086500039,50.767666,0.057349674,0.006373206,-0.07903602,0.051663037,1,1,1,0
40828000,28.142958015758012,112.98371086500039,50.767666,0.057349674,0.006373206,-0.07903602,0.05143761,1,1,1,0
42019000,28.142958015758012,112.98371086500039,50.767666,0.057349674,0.006373206,-0.07903602,0.051442184,1,1,1,0
55021000,28.142958015758012,112.98371086500039,50.767666,0.057349674,0.006373206,-0.07903602,0.05105516,1,1,1,0
55733000,28.142958015758012,112.98371086500039,50.767666,0.057349674,0.006373206,-0.07903602,0.051422384,1,1,1,0
56100000,28.142958015758012,112.98371086500039,50.767666,0.057349674,0.006373206,-0.07903602,0.051019207,1,1,1,0
56633000,28.142958015758012,112.98371086500039,50.767666,0.057349674,0.006373206,-0.07903602,0.05131351,1,1,1,0
