timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
5516000,0.0,0.0,50.842667,0.0,0.0,0.0,0.0,1,0,0,0
11052000,28.14295824875635,112.98371120476688,50.888226,0.038779937,0.020077134,-0.04556035,0.05092207,1,1,1,0
21241000,28.14295824875635,112.98371120476688,50.888226,0.038779937,0.020077134,-0.04556035,0.050529335,1,1,1,0
21628000,28.14295824875635,112.98371120476688,50.888226,0.038779937,0.020077134,-0.04556035,0.05056573,1,1,1,0
21671000,28.14295824875635,112.98371120476688,50.888226,0.038779937,0.020077134,-0.04556035,0.050884765,1,1,1,0
22664000,28.14295824875635,112.98371120476688,50.888226,0.038779937,0.020077134,-0.04556035,0.051180173,1,1,1,0
22892000,28.14295805295296,112.98371084257607,50.923626,0.017007593,-0.015435218,-0.08471328,0.05220797,1,1,1,0
24070000,28.14295805295296,112.98371084257607,50.923626,0.017007593,-0.015435218,-0.08471328,0.05177737,1,1,1,0
24854000,28.142958011457253,112.98371090708875,50.926758,0.012393481,-0.0091098305,-0.029727852,0.05140326,1,1,1,0
30874000,28.142958011457253,112.98371090708875,50.926758,0.012393481,-0.0091098305,-0.029727852,0.049971506,1,1,1,0
31154000,28.142958011457253,112.98371090708875,50.926758,0.012393481,-0.0091098305,-0.029727852,0.05010292,1,1,1,0
31169000,28.142958011457253,112.98371090708875,50.926758,0.012393481,-0.0091098305,-0.029727852,0.05055878,1,1,1,0
40236000,28.142958011457253,112.98371090708875,50.926758,0.012393481,-0.0091098305,-0.029727852,0.050028127,1,1,1,0
42115000,28.142958011457253,112.98371090708875,50.926758,0.012393481,-0.0091098305,-0.029727852,0.050302085,1,1,1,0
42227000,28.142958011457253,112.98371090708875,50.926758,0.012393481,-0.0091098305,-0.029727852,0.049567953,1,1,1,0
43727000,28.142958011457253,112.98371090708875,50.926758,0.012393481,-0.0091098305,-0.029727852,0.048944473,1,1,1,0
48261000,28.142958011457253,112.98371090708875,50.926758,0.012393481,-0.0091098305,-0.029727852,0.050289307,1,1,1,0
