timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
5012000,0.0,0.0,0.0,1
5104000,0.0,0.0,0.0,1
6012000,0.0,0.0,0.0,1
6920000,0.0,0.0,0.0,1
7932000,0.0,0.0,0.0,1
8940000,0.0,0.0,0.0,1
9944000,0.0,0.0,0.0,1
10952000,0.0,0.0,0.0,1
11960000,0.0,0.0,0.0,1
12960000,0.0,0.0,0.0,1
13972000,0.0,0.0,0.0,1
14973000,0.0,0.0,0.0,1
15972000,0.0,0.0,0.0,1
16972000,0.0,0.0,0.0,1
17972000,0.0,0.0,0.0,1
18972000,0.0,0.0,0.0,1
19984000,0.0,0.0,0.0,1
20992000,0.0,0.0,0.0,1
21995000,0.0,0.0,0.0,1
23008000,0.0,0.0,0.0,1
23922000,0.0,0.0,0.0,1
24830000,0.0,0.0,0.0,1
52189000,0.0,0.0,0.0,1
52295000,0.0,0.0,0.0,1
