timestamp,time_utc_usec,device_id,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,automatic_gain_control,fix_type,jamming_state,vel_ned_valid,satellites_used
4997000,1730013644409000,11468804,401540302,1162594857,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.06,0.01,0.06,0.07,0.0,0,nan,nan,0,3,0,1,10
5096000,1730013644508000,0,401540302,1162594857,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.07,0.02,0.07,0.06,0.0,0,nan,nan,0,3,0,1,10
5840000,1730013645396000,0,401540302,1162594857,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.03,0.01,-0.03,0.06,0.0,0,nan,nan,0,3,0,1,10
6992000,1730013646404000,0,401540302,1162594857,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.089999996,0.07,0.06,-0.14,0.0,0,nan,nan,0,3,0,1,10
7907000,1730013647319000,0,401540302,1162594857,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.06,-0.06,0.01,0.0,0.0,0,nan,nan,0,3,0,1,10
8921000,1730013648333000,0,401540302,1162594857,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.049999997,-0.02,-0.04,-0.03,0.0,0,nan,nan,0,3,0,1,10
9965000,1730013649377000,0,401540302,1162594857,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.08,-0.07,0.049999997,0.06,0.0,0,nan,nan,0,3,0,1,10
10980000,1730013650397000,0,401540302,1162594857,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.089999996,-0.03,0.08,0.14,0.0,0,nan,nan,0,3,0,1,10
11993000,1730013651405000,0,401540302,1162594857,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.06,-0.04,0.049999997,0.049999997,0.0,0,nan,nan,0,3,0,1,10
13000000,1730013652415000,0,401540302,1162594857,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.04,-0.04,0.01,0.14999999,0.0,0,nan,nan,0,3,0,1,10
13908000,1730013653321000,0,401540302,1162594857,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.03,0.02,-0.02,0.089999996,0.0,0,nan,nan,0,3,0,1,10
14920000,1730013654332000,0,401540302,1162594857,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.08,0.08,-0.01,-0.089999996,0.0,0,nan,nan,0,3,0,1,10
15924000,1730013655336000,0,401540302,1162594857,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.11,0.07,-0.089999996,-0.01,0.0,0,nan,nan,0,3,0,1,10
16933000,1730013656345000,0,401540302,1162594857,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.049999997,-0.02,-0.049999997,0.11,0.0,0,nan,nan,0,3,0,1,10
17980000,1730013657395000,0,401540302,1162594857,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.03,-0.03,-0.02,0.13,0.0,0,nan,nan,0,3,0,1,10
18996000,1730013658409000,0,401540302,1162594857,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.11,-0.089999996,0.07,0.0,0.0,0,nan,nan,0,3,0,1,10
19905000,1730013659316000,0,401540302,1162594857,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.07,-0.07,-0.04,-0.08,0.0,0,nan,nan,0,3,0,1,10
20924000,1730013660336000,0,401540302,1162594857,49933,49933,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.01,0.0,-0.01,-0.13,0.0,0,nan,nan,0,3,0,1,10
21937000,1730013661349000,0,401540303,1162594855,50274,50274,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.07,-0.049999997,0.06,-0.29999998,0.0,0,nan,nan,0,3,0,1,10
22953000,1730013662365000,0,401540300,1162594853,50522,50522,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.13,0.03,-0.12,-0.089999996,0.0,0,nan,nan,0,3,0,1,10
23953000,1730013663365000,0,401540300,1162594844,50654,50654,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.12,0.0,-0.12,-0.089999996,0.0,0,nan,nan,0,3,0,1,10
24965000,1730013664380000,0,401540296,1162594847,50612,50612,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.08,-0.07,0.04,0.22,0.0,0,nan,nan,0,3,0,1,10
25968000,1730013665380000,0,401540298,1162594847,50589,50589,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.14,0.099999994,-0.089999996,0.13,0.0,0,nan,nan,0,3,0,1,10
26980000,1730013666396000,0,401540303,1162594845,50619,50619,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.02,0.01,0.02,0.14999999,0.0,0,nan,nan,0,3,0,1,10
27988000,1730013667399000,0,401540301,1162594839,50684,50684,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.089999996,-0.089999996,-0.01,-0.049999997,0.0,0,nan,nan,0,3,0,1,10
28908000,1730013668322000,0,401540298,1162594836,50707,50707,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.08,0.03,-0.07,-0.08,0.0,0,nan,nan,0,3,0,1,10
29916000,1730013669328000,0,401540307,1162594838,50733,50733,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.47,0.47,0.07,-0.099999994,0.0,0,nan,nan,0,3,0,1,10
30929000,1730013670341000,0,401540339,1162594843,50734,50734,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.39,-0.38,0.099999994,0.11,0.0,0,nan,nan,0,3,0,1,10
31940000,1730013671353000,0,401540346,1162594846,50725,50725,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.42999998,0.42,-0.089999996,0.02,0.0,0,nan,nan,0,3,0,1,10
32941000,1730013672353000,0,401540328,1162594847,50729,50729,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.099999994,-0.089999996,0.049999997,-0.04,0.0,0,nan,nan,0,3,0,1,10
33948000,1730013673365000,0,401540349,1162594848,50753,50753,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.34,-0.34,-0.049999997,0.02,0.0,0,nan,nan,0,3,0,1,10
34959000,1730013674372000,0,401540347,1162594844,50760,50760,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.56,0.56,-0.049999997,0.049999997,0.0,0,nan,nan,0,3,0,1,10
35969000,1730013675381000,0,401540333,1162594841,50784,50784,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.26999998,-0.26999998,-0.06,-0.17999999,0.0,0,nan,nan,0,3,0,1,10
36968000,1730013676380000,0,401540355,1162594839,50771,50771,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.16,-0.14,0.06,0.04,0.0,0,nan,nan,0,3,0,1,10
37973000,1730013677389000,0,401540319,1162594836,50722,50722,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.17999999,-0.17,-0.07,0.089999996,0.0,0,nan,nan,0,3,0,1,10
38985000,1730013678396000,0,401540309,1162594835,50681,50681,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.07,-0.02,-0.07,-0.01,0.0,0,nan,nan,0,3,0,1,10
39988000,1730013679400000,0,401540305,1162594839,50525,50525,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.13,-0.13,0.03,0.72999996,0.0,0,nan,nan,0,3,0,1,10
40989000,1730013680401000,0,401540305,1162594842,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.099999994,0.02,-0.089999996,-0.14,0.0,0,nan,nan,0,3,0,1,10
41989000,1730013681401000,0,401540305,1162594842,49930,49930,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.089999996,0.07,-0.049999997,0.14,0.0,0,nan,nan,0,3,0,1,10
