timestamp,timestamp_sample,device_id,error_count,pressure,temperature
1004000,1004000,6620428,0,1007.25543,24.675455
2004000,2004000,6620428,0,1007.26654,24.675455
3001000,3001000,6620428,0,1007.25305,24.675455
4013000,4013000,6620428,0,1007.28033,24.675455
5009000,5009000,6620428,0,1007.2603,24.675455
6005000,6005000,6620428,0,1007.2668,24.675455
7001000,7001000,6620428,0,1007.2553,24.675455
8001000,8001000,6620428,0,1007.2762,24.675455
9001000,9001000,6620428,0,1007.26227,24.675455
10001000,10001000,6620428,0,1007.2721,24.675455
11004000,11004000,6620428,0,1007.26227,24.675455
12002000,12002000,6620428,0,1007.2705,24.675455
13002000,13002000,6620428,0,1007.2605,24.675455
14005000,14005000,6620428,0,1007.27435,24.675455
15001000,15001000,6620428,0,1007.2672,24.675455
16000000,16000000,6620428,0,1007.25696,24.675455
17001000,17001000,6620428,0,1007.27246,24.675455
18003000,18003000,6620428,0,1007.27014,24.675455
19001000,19001000,6620428,0,1007.27264,24.675459
20002000,20002000,6620428,0,1007.2467,24.674778
21000000,21000000,6620428,0,1007.2155,24.672625
22000000,22000000,6620428,0,1007.1899,24.671412
23000000,23000000,6620428,0,1007.18353,24.67101
24001000,24001000,6620428,0,1007.1816,24.671196
25004000,25004000,6620428,0,1007.19543,24.671038
26004000,26004000,6620428,0,1007.18427,24.670595
27005000,27005000,6620428,0,1007.1792,24.67039
28009000,28009000,6620428,0,1007.16766,24.670141
29001000,29001000,6620428,0,1007.17755,24.670115
30001000,30001000,6620428,0,1007.15894,24.67019
31002000,31002000,6620428,0,1007.1754,24.670132
32001000,32001000,6620428,0,1007.1559,24.669886
33004000,33004000,6620428,0,1007.1552,24.669722
34004000,34004000,6620428,0,1007.1439,24.669502
35000000,35000000,6620428,0,1007.13916,24.669474
36004000,36004000,6620428,0,1007.14386,24.669535
37005000,37005000,6620428,0,1007.16797,24.669584
38000000,38000000,6620428,0,1007.156,24.669687
39001000,39001000,6620428,0,1007.1623,24.669855
40003000,40003000,6620428,0,1007.1486,24.670002
41001000,41001000,6620428,0,1007.1563,24.669914
41997000,41997000,6620428,0,1007.1681,24.669783
43001000,43001000,6620428,0,1007.1591,24.669691
44003000,44003000,6620428,0,1007.16724,24.6696
45005000,45005000,6620428,0,1007.1748,24.672281
46003000,46003000,6620428,0,1007.25183,24.675394
47005000,47005000,6620428,0,1007.2804,24.675457
48004000,48004000,6620428,0,1007.2567,24.67549
49001000,49001000,6620428,0,1007.2635,24.67549
50009000,50009000,6620428,0,1007.2623,24.67549
