timestamp,rtl_time_s,rtl_limit_fraction
11052000,0.0,0.0
12052000,0.018133987,2.0148875e-05
13056000,0.0055564926,6.173881e-06
14072000,0.007816072,8.684525e-06
15080000,0.03067325,3.4081393e-05
16088000,0.03740172,4.155747e-05
17101000,0.026291855,2.9213174e-05
18116000,0.04189906,4.655451e-05
19129000,0.036473103,4.0525672e-05
20140000,0.024554957,2.7283288e-05
21140000,0.03445241,3.8280454e-05
22147000,0.048676733,5.4085263e-05
23186000,0.0023734472,2.6371636e-06
24206000,0.01635233,1.8169256e-05
25217000,0.007577502,8.419447e-06
26270000,0.022619897,2.513322e-05
27314000,0.02556234,2.8402603e-05
28338000,0.024084385,2.6760428e-05
29374000,0.012077998,1.3419999e-05
30413000,0.01270638,1.4118201e-05
31458000,0.15308161,0.00017009069
32493000,0.37186018,0.000413178
33514000,0.5633346,0.00062592735
34526000,0.6979641,0.0007755157
35538000,0.644512,0.0007161245
36549000,0.66217184,0.0007357465
37569000,0.6485794,0.0007206438
38598000,0.6348656,0.00070540624
39606000,0.62638915,0.00069598795
40616000,0.59194833,0.00065772043
41671000,0.594381,0.0006604233
42683000,0.5609249,0.00062324986
43687000,0.53594935,0.00059549935
44711000,0.5710805,0.00063453394
45760000,0.5803356,0.00064481737
46771000,0.5829186,0.00064768735
47784000,0.5819233,0.0006465815
48808000,0.08546156,9.495729e-05
49821000,0.13193497,0.00014659442
50841000,0.12479407,0.00013866009
51849000,0.11234095,0.00012482329
