timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping
70831368,0.00076624844,-0.001539737,0.0012022728,6043,0,0.06854841,0.28406262,-9.686629,4995,0
70835819,0.0024427406,-0.0006531094,-0.002560918,4451,0,0.05975296,0.2946616,-9.665262,4996,0
70840321,-0.0032630968,0.004116908,0.007355128,4502,0,0.06893419,0.3449103,-9.696247,4999,0
70846360,0.004709285,0.0020824398,-0.0029751784,6039,0,0.07891826,0.31108475,-9.712428,4997,0
70850813,-0.005007244,0.0039787404,-0.0048070275,4453,0,0.0637762,0.30669758,-9.695156,4994,0
70855309,0.0036806744,0.0025879038,-0.0003576819,4496,0,0.09491481,0.3058467,-9.674966,4996,0
70861357,-0.004059011,0.0061919987,0.002753744,6048,0,0.06509441,0.3065876,-9.700765,4997,0
70865806,0.002440471,0.0049335104,-0.010556886,4449,0,0.048520103,0.31722924,-9.693701,4997,0
70870302,0.004237835,0.0037632377,-9.711984e-05,4496,0,0.07192161,0.3192528,-9.716965,4998,0
70876347,-0.0023405312,-0.00036662098,0.0014009627,6045,0,0.083767325,0.32078013,-9.693396,4998,0
70880800,0.0020654714,0.013576042,0.0025302689,4453,0,0.108131565,0.3283728,-9.6784525,4993,0
70885295,-0.0008473942,0.0014208701,-0.004140601,4495,0,0.06310812,0.31736496,-9.666422,4997,0
70891339,-0.0007229625,0.0026470642,-0.0036340943,6044,0,0.06539518,0.28727412,-9.689726,4999,0
70895790,-0.003779339,0.0060271462,0.0057008504,4451,0,0.06714892,0.32324976,-9.725363,4994,0
70900293,0.00036719476,0.006205469,-0.0031011454,4503,0,0.09975371,0.30305624,-9.658445,4996,0
70906334,-0.0010622209,2.6054999e-05,-0.00055046374,6041,0,0.06501299,0.2914266,-9.683102,4998,0
70910784,0.0022222328,0.0031927323,0.0034159333,4450,0,0.075520836,0.29295978,-9.715241,4997,0
70915281,0.0037806556,0.0027418695,0.007257999,4497,0,0.047992393,0.31126872,-9.675628,4995,0
70921327,-0.0015553539,0.009456317,-0.005542166,6046,0,0.0962911,0.32510313,-9.671909,4998,0
70925781,-0.0021616656,0.0035493094,0.0033607266,4454,0,0.09711562,0.31726637,-9.651174,4999,0
70930274,0.008098667,0.0027399082,-0.0038898834,4493,0,0.07870836,0.29053706,-9.65022,4993,0
70936319,-0.002561393,0.006427033,0.0003345818,6045,0,0.09391868,0.32326776,-9.658215,4997,0
70940772,-0.0018537563,-0.00041568736,0.0013923651,4453,0,0.08311027,0.29111078,-9.666199,5002,0
70945268,0.002335852,0.007334342,-0.0002794498,4496,0,0.083385445,0.304974,-9.710117,4993,0
70951314,0.0007509543,0.0046132486,0.0039651026,6046,0,0.07249318,0.35243586,-9.669142,4996,0
70955766,-0.0020060802,0.004905939,-0.00548622,4452,0,0.08251251,0.36661255,-9.681999,4996,0
70960264,0.00047281137,0.010741555,-0.004185865,4498,0,0.10188542,0.3156136,-9.703563,4999,0
70966305,0.004056019,-0.0013436837,0.0001577812,6041,0,0.07790459,0.3137771,-9.667693,4995,0
70970756,-0.003096512,0.006958136,0.0018340646,4451,0,0.08359308,0.31442615,-9.688193,4997,0
70975253,0.003603518,0.003955754,0.000951605,4497,0,0.083029665,0.30426547,-9.673791,4996,0
70981298,-0.0032690326,0.0029495459,0.003267657,6045,0,0.06774455,0.29293823,-9.737429,5000,0
70985750,0.0041188025,0.0059499536,-0.0022536844,4452,0,0.08378748,0.35610178,-9.694082,4993,0
70990247,0.0033231182,0.0005694524,0.003265782,4497,0,0.0652971,0.32459083,-9.70221,4995,0
70996291,-0.0025054174,0.0076189796,-0.006523443,6044,0,0.061514128,0.3452788,-9.670345,4999,0
71000742,-0.0062789074,-0.001119189,-0.0003699484,4451,0,0.057081852,0.33895582,-9.657906,5003,0
71005243,-0.0035563952,0.007009232,0.003445193,4501,0,0.10562746,0.36398828,-9.695008,4989,0
71011284,0.0038890433,0.0049016397,0.0064113485,6041,0,0.040850475,0.2121253,-9.67191,4997,0
71015735,-0.0017712982,-0.0010802987,-0.030387366,4451,0,0.10327166,0.36565226,-9.66177,5000,0
71020232,-0.0021888441,0.0061040167,0.0047315485,4497,0,0.03897657,0.5373277,-9.680558,4999,0
71026278,0.0013555128,0.00468569,0.03688099,6046,0,0.18444806,0.39253348,-9.654368,4991,0
71030728,0.0026836784,0.00072286226,-0.0047148312,4450,0,0.07489103,-0.0033909893,-9.739969,4999,0
71035225,-0.0009794107,-0.008767321,-0.06978343,4497,0,0.045385987,0.32055977,-9.725922,4995,0
71041269,-0.00011279385,0.0049768114,-0.0052030943,6044,0,0.1318409,0.73345894,-9.666806,4999,0
71045721,-0.009307407,0.0011142364,0.06209259,4452,0,0.07599146,0.32218525,-9.72269,4997,0
71050218,0.0117661385,-0.0025438026,0.01169261,4497,0,0.22143969,0.12049131,-9.677557,4994,0
71056263,-0.0021863952,-0.0048425323,-0.040921494,6045,0,0.04882024,0.4014261,-9.6321745,4998,0
71060714,-0.00474202,-0.0022427703,0.0052748676,4451,0,0.12362331,0.44748297,-9.659915,4998,0
71065214,-0.00606982,0.008886874,0.032476928,4500,0,0.090813495,0.26888788,-9.721452,4996,0
71071256,-0.004435836,0.0012923317,-0.025627786,6042,0,0.06860119,0.41620478,-9.770435,4997,0
71075708,6.121125e-05,0.008988259,0.00800427,4452,0,0.11062665,0.48298472,-9.613396,4998,0
71080204,0.005947176,0.010441319,0.015834931,4496,0,0.17190845,0.33399844,-9.735706,4997,0
71086249,0.002380283,-0.00047147996,-0.007881451,6045,0,0.17468335,0.21606268,-9.649537,4996,0
71090700,0.0063832784,-0.0011768906,-0.014274193,4451,0,0.114739254,0.36044803,-9.610035,4997,0
71095197,0.0017731684,0.0038545788,-0.001795652,4497,0,0.07300406,0.42021322,-9.701402,4996,0
71101241,0.00726269,0.00053095835,0.013276886,6044,0,0.113357805,0.26609614,-9.712246,4998,0
71105698,0.0068884413,0.00698212,0.0009804714,4457,0,0.051604494,0.30071366,-9.70045,4995,0
71110190,0.00632795,0.002621713,-0.024637768,4492,0,0.093895815,0.26502764,-9.689028,4996,0
